SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HAS_GARAGE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_PRICE
MLS Listing,,Mobile/Manufactured Home,1370 Buckingham Way,Hayward,CA,94544,362000,3.0,2.0,GEORGIAN  MANOR,1529.0,,,9.0,237.0,,Active,,,https://www.redfin.com/CA/Hayward/1370-Buckingham-Way-94544/home/1312488,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039652,N,Y,37.621398,-122.0663223,"Laminate, Carpet",Natural Gas,Ceiling Fan(s),4,4,5,2.5,237.0,362974.0,2560.0,61,Bikeable,58,Somewhat walkable,33,Some transit,Minimal,Minimal,Moderate,Minimal,"Places14 groceries, 29 restaurants, 3 parksTransit41, 56, 801, 83, 86, 99, Green-N, Green-S, Orange-N, Orange-S, SB","Sep 20, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039652",362000.0,"May 29, 2014","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40656340",NA,"May 11, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40656340",NA,"May 6, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40656340",189950.0,https://www.redfin.com/CA/Hayward/1370-Buckingham-Way-94544/home/1312488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2037 Continental Ave,Hayward,CA,94545,979888,4.0,2.5,CENTRAL HAYWARD,1723.0,3500.0,1991.0,10.0,569.0,,Active,,,https://www.redfin.com/CA/Hayward/2037-Continental-Ave-94545/home/1947781,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037378,N,Y,37.6432569,-122.1161605,Laminate,Forced Air,Central Air,4,4,5,2.5,569.0,1012965.0,6928.0,40,Somewhat bikeable,54,Somewhat walkable,40,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 35 restaurants, 4 parksTransit60, 83, 86, 97, M, S","Sep 19, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037378",979888.0,"Aug 16, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40791413",NA,"Jul 29, 2017","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40791413",699888.0,,,,https://www.redfin.com/CA/Hayward/2037-Continental-Ave-94545/home/1947781,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,25705 Westview Way,Hayward,CA,94542,1299000,4.0,2.0,HAYWARD HILLS,2465.0,4497.0,1940.0,28.0,527.0,,Active,September-30-2023 12:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Hayward/25705-Westview-Way-94542/home/1985820,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036075,N,Y,37.6550672,-122.0654805,"Laminate, Tile, Carpet",Radiant,Ceiling Fan(s),6,2,NA,2.5,527.0,1284270.0,9185.0,32,Somewhat bikeable,37,Car-dependent,40,Some transit,Minimal,Moderate,Moderate,Minimal,"Places7 groceries, 24 restaurants, 3 parksTransit41, 60, 801, 83, 86, 94, 95, 99","Sep 19, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41036075",1299000.0,"Sep 1, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036075",1399000.0,"Jul 19, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40830140",NA,"Jul 13, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40830140",799950.0,https://www.redfin.com/CA/Hayward/25705-Westview-Way-94542/home/1985820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redfin Data,,Single Family Residential,3431 Thompson Pl,Hayward,CA,94541,1500000,4.0,2.5,Hayward,2587.0,10836.0,1989.0,23.0,580.0,,Pre On-Market,,,https://www.redfin.com/CA/Hayward/3431-Thompson-Pl-94541/home/1425199,Coming Soon,94789,N,Y,37.6678027,-122.0417268,,,,5,2,NA,,580.0,,10606.0,14,Somewhat bikeable,10,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 19 restaurants, 10 parksTransit28, 60, 801, 94, 95, 99","Sep 6, 2023","Coming SoonOn market September 26, 2023",1500000.0,"Apr 27, 1998","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #10254957",419000.0,,,,,,,https://www.redfin.com/CA/Hayward/3431-Thompson-Pl-94541/home/1425199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,518 Simon St,Hayward,CA,94541,699999,2.0,1.5,HAYWARD,1013.0,6277.0,1940.0,1.0,691.0,,Active,October-1-2023 12:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Hayward/518-Simon-St-94541/home/1615204,MLSListings,ML81943655,N,Y,37.6748237,-122.0937155,,Other (See Remarks),Other (See Remarks),3,2,NA,2.5,691.0,702884.0,4949.0,59,Bikeable,70,Very walkable,,,Moderate,Minimal,Moderate,Minimal,"Places5 groceries, 26 restaurants, 2 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Sep 29, 2023",Listed (Active)MLSListings #ML81943655,699999.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/518-Simon-St-94541/home/1615204,1.0,"Attached Garage, Off-Street Parking",Shower Over Tub,Dining Area,Other (See Remarks),Public Utilities,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3160 D St,Hayward,CA,94541,1100000,2.0,2.0,FAIRVIEW,1364.0,6100.0,1951.0,1.0,806.0,,Active,,,https://www.redfin.com/CA/Hayward/3160-D-St-94541/home/1179635,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039264,N,Y,37.6791546,-122.0499915,"Laminate, Carpet",Wall Furnace,Ceiling Fan(s),4,2,NA,2.5,806.0,1102078.0,7778.0,17,Somewhat bikeable,19,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 13 restaurants, 8 parksTransit28, 60, 93, 94, 95, NX4, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039264",1100000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/3160-D-St-94541/home/1179635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),341 Medford Ave,Hayward,CA,94541,2700000,6.0,6.0,Hayward,4080.0,19133.0,1989.0,1.0,662.0,,Active,,,https://www.redfin.com/CA/Hayward/341-Medford-Ave-94541/home/1338095,TheMLS,23-282933,N,Y,37.6807081,-122.1068134,,,,2,4,3,2.5,662.0,,19091.0,55,Bikeable,53,Somewhat walkable,,,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 17 restaurants, 6 parksTransit10, 28, 34, 56, 801, 83, 93, 97, CC, NX4, NXC, S","Sep 28, 2023",Listed (Active)TheMLS #23-282933,2700000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/341-Medford-Ave-94541/home/1338095,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3146 Madsen St,Hayward,CA,94541,1190000,3.0,3.0,CENTRAL HAYWARD,2204.0,3814.0,2009.0,1.0,540.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Hayward/3146-Madsen-St-94541/home/22682891,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040429,N,Y,37.6628847,-122.0906443,"Tile, Engineered Wood",Zoned,Zoned,5,3,NA,2.5,540.0,1186889.0,8414.0,66,Bikeable,74,Very walkable,61,Good transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 26 restaurants, 3 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040429",1190000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/3146-Madsen-St-94541/home/22682891,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,24355 Israel Ct,Hayward,CA,94541,499000,,,Hayward,,9047.0,,1.0,,,Active,,,https://www.redfin.com/CA/Hayward/24355-Israel-Ct-94541/home/21673050,MetroList,223091197,N,Y,37.671594,-122.064773,,,,5,2,NA,,,493001.0,3528.0,12,Somewhat bikeable,23,Car-dependent,39,Some transit,Minimal,Minor,Moderate,Minimal,"Places7 groceries, 19 restaurants, 5 parksTransit28, 60, 801, 93, 94, 95, 99","May 14, 2010","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40462967",NA,"Apr 23, 2010","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40462967",63900.0,,,,,,,https://www.redfin.com/CA/Hayward/24355-Israel-Ct-94541/home/21673050,,,,,,"None, Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,26593 Mission Blvd,Hayward,CA,94544,838888,3.0,2.5,HAYWARD,1735.0,,2020.0,1.0,484.0,390.0,Active,,,https://www.redfin.com/CA/Hayward/26593-Mission-Blvd-94544/home/172853127,MLSListings,ML81943507,N,Y,37.6476094,-122.0644656,,Central Forced Air,Central Forced Air,3,2,2,2.75,484.0,843217.0,6321.0,63,Bikeable,66,Somewhat walkable,38,Some transit,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 28 restaurants, 3 parksTransit41, 56, 60, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 28, 2023",Listed (Active)MLSListings #ML81943507,838888.0,"Feb 7, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40893966",NA,"Jan 31, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40893966",712500.0,,,,https://www.redfin.com/CA/Hayward/26593-Mission-Blvd-94544/home/172853127,2.0,Attached Garage,"Double Sinks, Primary (Stall Shower(s)), Shower and Tub",No Formal Dining Room,Washer/Dryer,"Public Utilities, Solar Panels - Owned",3.0,"Common Area Electricity, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Other (See Remarks)",Monthly,Motion at Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,122 Cue Way,Hayward,CA,94544,898860,2.0,2.5,HAYWARD,1718.0,,2023.0,1.0,523.0,460.0,Active,,,https://www.redfin.com/CA/Hayward/122-Cue-Way-94544/home/187742654,MLSListings,ML81943495,N,Y,37.626885,-122.051256,"Carpet, Tile, Other (See Remarks)",Central Forced Air,Central Forced Air,2,2,2,2.0,523.0,903901.0,6815.0,55,Bikeable,60,Somewhat walkable,50,Good transit,NA,NA,NA,NA,"Places12 groceries, 24 restaurants, 5 parksTransit41, 56, 801, 83, 86, 99, Green-N, Green-S, Orange-N, Orange-S","Oct 2, 2023",Pending (Pending (Do Not Show))MLSListings #ML81943495,NA,"Sep 28, 2023",Listed (Active)MLSListings #ML81943495,898860.0,"Sep 30, 2023",Listed (Active)NewHomeSource.com #2544675,898860.0,,,,https://www.redfin.com/CA/Hayward/122-Cue-Way-94544/home/187742654,2.0,Attached Garage,"Double Sinks, Primary (Stall Shower(s)), Shower Over Tub, Tile",Dining Area,"Electricity Hookup (220V), Hookup (Gas Dryer), Upper Floor",Public Utilities,3.0,"Maintenance (Common Area), Maintenance (Exterior), Management Fee, Roof",Monthly,Associa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,537 Solano Ave,Hayward,CA,94541,980000,4.0,2.0,,1468.0,5253.0,1951.0,1.0,668.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Hayward/537-Solano-Ave-94541/home/1924791,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040435,N,Y,37.6722348,-122.1179371,Laminate,"Natural Gas, Central",,4,4,3,2.5,668.0,978561.0,6929.0,65,Bikeable,79,Very walkable,40,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 38 restaurants, 3 parksTransit10, 34, 35, 56, 801, 83, 86, 93, 97, CC, S","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040435",980000.0,"Mar 27, 2023",Pending (Pending Sale)CRMLS #OC23010887,NA,"Feb 27, 2023",Contingent (Active Under Contract)CRMLS #OC23010887,NA,"Feb 7, 2023",Price ChangedCRMLS #OC23010887,699000.0,https://www.redfin.com/CA/Hayward/537-Solano-Ave-94541/home/1924791,2.0,,,,,,,,,,"Jan 30, 2023",Listed (Active)CRMLS #OC23010887,755000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1018 Mckeever Ave,Hayward,CA,94541,1485000,6.0,,Hayward,2845.0,5200.0,1939.0,1.0,522.0,,Active,,,https://www.redfin.com/CA/Hayward/1018-McKeever-Ave-94541/home/1132772,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040433,N,Y,37.6760399,-122.0849774,"Linoleum, Vinyl, Carpet","Baseboard, Electric, Natural Gas, Wall Furnace",No Air Conditioning,3,2,NA,2.5,522.0,1484247.0,10500.0,54,Bikeable,96,Walker's paradise,62,Good transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 33 restaurants, 1 parkTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, Green-N, Green-S, M, Orange-N, Orange-S","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040433",1485000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/1018-McKeever-Ave-94541/home/1132772,,,,,,"Water/Sewer Meter on Site, All Public Utilities, Cable Connected, Internet Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,23124 Maud Ave,Hayward,CA,94541,798000,3.0,2.5,FAIRVIEW,1200.0,12500.0,1955.0,2.0,665.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/23124-Maud-Ave-94541/home/1303572,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040340,N,Y,37.6833188,-122.0531817,Hardwood,,,4,2,NA,2.5,665.0,829055.0,5642.0,19,Somewhat bikeable,34,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 15 restaurants, 8 parksTransit28, 60, 93, 94, 95, NX4, NXC","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040340",798000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/23124-Maud-Ave-94541/home/1303572,2.0,,,,,All Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),836 Blossom Way,Hayward,CA,94541,1099000,,,Hayward,1776.0,25206.0,1926.0,2.0,619.0,,Active,,,https://www.redfin.com/CA/Hayward/836-Blossom-Way-94541/home/17187710,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040323,N,Y,37.6809107,-122.0990781,Laminate,,No Air Conditioning,3,2,NA,2.5,619.0,1117834.0,7771.0,51,Bikeable,65,Somewhat walkable,,,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 19 restaurants, 3 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, NX4, NXC, Orange-N, Orange-S","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040323",1099000.0,"Mar 27, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40766854",NA,"Mar 4, 2017","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40766854",NA,"Feb 24, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40766854",NA,https://www.redfin.com/CA/Hayward/836-Blossom-Way-94541/home/17187710,,,,,,,,,,,"Feb 1, 2017","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40766854",NA,"Feb 1, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40766854",NA,"Jan 6, 2017","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40766854",889000.0,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2584 Jacobs St,Hayward,CA,94541,875000,4.0,2.0,FAIRVIEW,1192.0,5000.0,1954.0,2.0,734.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Hayward/2584-Jacobs-St-94541/home/1969469,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040248,N,Y,37.6873423,-122.0578056,"Tile, Wood, Engineered Wood",Central,Central Air,4,2,NA,2.5,734.0,911217.0,6187.0,27,Somewhat bikeable,39,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 18 restaurants, 6 parksTransit28, 60, 93, 94, 95, Blue-N, Blue-S, NX4, NXC","Sep 26, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040248",875000.0,"Apr 27, 2018","ContingentbridgeMLS, Bay East AOR, or Contra Costa AOR #40817483",NA,"Apr 13, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40817483",675000.0,,,,https://www.redfin.com/CA/Hayward/2584-Jacobs-St-94541/home/1969469,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,26165 Clover Rd,Hayward,CA,94542,1849000,4.0,2.5,FAIRVIEW,2560.0,121968.0,2002.0,2.0,722.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/26165-Clover-Rd-94542/home/1072095,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040260,N,Y,37.6678602,-122.0391293,"Tile, Carpet",Forced Air,Central Air,5,2,NA,2.5,722.0,1881308.0,13074.0,12,Somewhat bikeable,3,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 19 restaurants, 10 parksTransit28, 60, 801, 94, 95, 99, NX4, NXC","Sep 26, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040260",1849000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/26165-Clover-Rd-94542/home/1072095,3.0,,,,,All Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,31144 Chicoine Ave,Hayward,CA,94544,898800,3.0,2.0,HAYWARD,1606.0,7446.0,1955.0,4.0,560.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/31144-Chicoine-Ave-94544/home/1939837,MLSListings,ML81943113,N,Y,37.6208439,-122.0340777,Laminate,"Central Forced Air, Central Forced Air (Gas), Forced Air",Central Forced Air,2,2,2,2.5,560.0,899967.0,6355.0,24,Somewhat bikeable,67,Somewhat walkable,34,Some transit,Minimal,Moderate,Moderate,Minimal,"Places12 groceries, 24 restaurants, 7 parksTransit232, 41, 56, 801, 83, 86, 94, 97, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 25, 2023",Listed (Active)MLSListings #ML81943113,898800.0,"Aug 10, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41004703",NA,"Aug 9, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41004703",800000.0,,,,https://www.redfin.com/CA/Hayward/31144-Chicoine-Ave-94544/home/1939837,2.0,"Attached Garage, Enclosed, Gate/Door Opener","Primary (Stall Shower(s)), 2+ Stall Shower, Tile, Tub, Tub in Master Bedroom, Updated Bath(s)","Dining Area in Living Room, Eat in Kitchen","Hookup (Gas Dryer), In Garage",Public Utilities,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,693 Chase Ave,Hayward,CA,94541,740000,3.0,3.0,Hayward,1345.0,1000.0,2004.0,4.0,550.0,330.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/693-Chase-Ave-94541/home/12339272,San Francisco MLS,423912044,N,Y,37.6667009,-122.0848433,"Carpet, Linoleum, Tile",Central,"Ceiling Fan(s), Central",5,3,NA,,550.0,753129.0,5562.0,68,Bikeable,76,Very walkable,64,Good transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 35 restaurants, 2 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, Green-N, Green-S, M, Orange-N, Orange-S","Sep 25, 2023",Listed (Active)San Francisco MLS #423912044,740000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/693-Chase-Ave-94541/home/12339272,,,,,,"Cable Available, DSL Available, Internet Available",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),211 Rondale Ct,Hayward,CA,94541,1499000,8.0,,Hayward,3640.0,7500.0,1963.0,4.0,412.0,,Active,,,https://www.redfin.com/CA/Hayward/211-Rondale-Ct-94541/home/2008855,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040176,N,Y,37.673786,-122.1122132,"Laminate, Tile, Carpet",Wall Furnace,No Air Conditioning,4,4,3,2.0,412.0,1500752.0,10599.0,56,Bikeable,54,Somewhat walkable,39,Some transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 33 restaurants, 5 parksTransit10, 28, 34, 56, 60, 801, 83, 86, 93, 97, CC, S","Sep 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040176",1499000.0,"Apr 29, 2008","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40321666",NA,"Jan 31, 2008","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40321666",614900.0,,,,https://www.redfin.com/CA/Hayward/211-Rondale-Ct-94541/home/2008855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,382 Cornell Ave,Hayward,CA,94544,869999,3.0,2.0,HAYWARD,1168.0,5000.0,1951.0,4.0,745.0,,Active,September-30-2023 12:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Hayward/382-Cornell-Ave-94544/home/788022,MLSListings,ML81943093,N,Y,37.6121306,-122.0297146,,Wall Furnace,,4,5,6,2.5,745.0,874808.0,6151.0,53,Bikeable,54,Somewhat walkable,35,Some transit,Minimal,Major,Moderate,Minimal,"Places11 groceries, 17 restaurants, 8 parksTransit200, 216, 232, 801, 97, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S","Sep 25, 2023",Listed (Active)MLSListings #ML81943093,869999.0,"Dec 21, 2001","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11122908",NA,"Dec 12, 2001","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11122908",299950.0,,,,https://www.redfin.com/CA/Hayward/382-Cornell-Ave-94544/home/788022,1.0,Attached Garage,,Dining Area,,Public Utilities,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17360 Via Chiquita,San Lorenzo,CA,94580,999000,5.0,2.5,SAN LORENZO,2771.0,5277.0,1951.0,4.0,361.0,13.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Lorenzo/17360-Via-Chiquita-94580/home/935745,MLSListings,ML81943070,N,Y,37.6666433,-122.1325338,,Central Forced Air (Gas),,3,4,7,2.5,361.0,1008100.0,7077.0,41,Somewhat bikeable,34,Car-dependent,34,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 32 restaurants, 4 parksTransit34, 35, 83, 86, 93, 97, S","Sep 25, 2023",Listed (Active)MLSListings #ML81943070,999000.0,,,,,,,,,,https://www.redfin.com/CA/San-Lorenzo/17360-Via-Chiquita-94580/home/935745,1.0,Attached Garage,,"Breakfast Bar, Dining Area",,Public Utilities,,"Management Fee, Organized Activities",Annually,San Lorenzo Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
