SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_PRICE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,FLOORING_FEATURES,COOLING_FEATURES,UTILITIES,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_PRICE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_EVENT_TYPE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_EVENT_TYPE,PRICE_HISTORY16_PRICE,PRICE_HISTORY17_EVENT_DATE,PRICE_HISTORY17_PRICE
MLS Listing,,Single Family Residential,833 W 103rd St,Los Angeles,CA,90044,600000,2.0,1.0,Metropolitan Southwest,956.0,4027.0,1936.0,1,628.0,,Active,October-7-2023 01:00 PM,October-7-2023 03:00 PM,https://www.redfin.com/CA/Los-Angeles/833-W-103rd-St-90044/home/7305760,TheMLS,23-315921,N,Y,33.9432381,-118.2905976,,,2,4,1,2.5,628.0,598234.0,4242.0,69,Bikeable,66,Somewhat walkable,56,Good transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 15 restaurants, 1 parkTransit117, 120, 2, 204, 206, 45, 754, 81","Oct 1, 2023",Listed (Active)TheMLS #23-315921,600000.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/833-W-103rd-St-90044/home/7305760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),11304 Tiara,North Hollywood,CA,91601,2100000,9.0,3.5,NHO - North Hollywood,4117.0,7001.0,1964.0,1,510.0,,Active,,,https://www.redfin.com/CA/North-Hollywood/11304-Tiara-St-91601/home/184887200,CRMLS,OC23183012,N,Y,34.1782308,-118.3769881,,2.0,4,4,1,3.0,510.0,2083380.0,14848.0,60,Bikeable,78,Very walkable,60,Good transit,Minimal,Moderate,Major,Minimal,"Places1 grocery, 28 restaurants, 1 parkTransit152, 154, 155, 162, 164, 165, 224, 224/690, 237, 501, 90, 94","Oct 1, 2023",Listed (Active)CRMLS #OC23183012,2100000.0,"Apr 5, 2022",Pending (Pending Sale)CRMLS #PW22030203,NA,"Mar 2, 2022",Pending (Pending Sale)CRMLS #PW22030203,NA,https://www.redfin.com/CA/North-Hollywood/11304-Tiara-St-91601/home/184887200,"Mar 1, 2022",Price ChangedCRMLS #PW22030203,1700000.0,"Feb 18, 2022",Listed (Active)CRMLS #PW22030203,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,7878 Naylor Ave,Los Angeles,CA,90045,1595000,3.0,2.0,Westchester,1456.0,6041.0,1944.0,1,1095.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/7878-Naylor-Ave-90045/home/6607176,TheMLS,23-309373,N,Y,33.9676111,-118.3949923,,,4,4,4,2.5,1095.0,,11278.0,60,Bikeable,55,Somewhat walkable,46,Some transit,Minimal,Minimal,Major,Minimal,"Places2 groceries, 19 restaurants, 2 parksTransit102, 108, 110, 111, 115, 14, 3, CC 2, CC 3, CC 4, CC 5C2, CC 6, CC 6R, R3","Oct 1, 2023",Relisted (Active)TheMLS #23-309373,NA,"Jun 6, 2012",PendingTheMLS #12-601361,NA,"May 18, 2012",Listed (Active)TheMLS #12-601361,475000.0,https://www.redfin.com/CA/Los-Angeles/7878-Naylor-Ave-90045/home/6607176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),5333 Hyde St,El Sereno,CA,90032,1800000,11.0,6.0,621 - El Sereno,5027.0,6324.0,1964.0,1,358.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/5333-Hyde-St-90032/home/6952955,CRMLS,CV23182993,N,Y,34.0822669,-118.165826,,2.0,3,6,5,2.0,358.0,,12727.0,44,Somewhat bikeable,61,Somewhat walkable,44,Some transit,Minimal,Moderate,Major,Minimal,"Places10 groceries, 29 restaurants, 4 parksTransit179, 256, 258, 665, 76, 78","Oct 1, 2023",Listed (Active)CRMLS #CV23182993,1800000.0,"Sep 30, 2023",Listing RemovedCRMLS #CV23043643,NA,"Jun 20, 2023",Relisted (Active)CRMLS #CV23043643,NA,https://www.redfin.com/CA/Los-Angeles/5333-Hyde-St-90032/home/6952955,"May 21, 2023",Relisted (Active)CRMLS #CV23043643,NA,"Mar 15, 2023",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,10727 Wilshire Blvd #1704,Los Angeles,CA,90024,3999900,2.0,2.5,C05 - Westwood - Century City,2929.0,37847.0,2001.0,1,1366.0,3480.0,Active,,,https://www.redfin.com/CA/Los-Angeles/10727-Wilshire-Blvd-90024/unit-1704/home/8119262,CRMLS,PT23182995,N,Y,34.0609282,-118.4371896,2.0,24.0,9,6,5,2.5,1366.0,3969774.0,31762.0,66,Bikeable,81,Very walkable,71,Excellent transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 25 restaurants, 4 parksTransit1, 17, 18, 2, 20, 233, 4, 405, 602, 720, 761, 8, CC 6, CC 6R, R12","Oct 1, 2023",Listed (Active)CRMLS #PT23182995,3999900.0,"Sep 30, 2023",Listing RemovedCRMLS #PT23143721,NA,"Sep 9, 2023",,NA,https://www.redfin.com/CA/Los-Angeles/10727-Wilshire-Blvd-90024/unit-1704/home/8119262,"Sep 4, 2023",,NA,"Aug 21, 2023",,NA,"Aug 9, 2023",NA,"Aug 3, 2023",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,700 S Ardmore Ave #403,Los Angeles,CA,90005,920000,3.0,3.0,Mid-Wilshire,1495.0,14122.0,2005.0,1,615.0,375.0,Active,,,https://www.redfin.com/CA/Los-Angeles/700-S-Ardmore-Ave-90005/unit-403/home/12294552,TheMLS,23-316713,N,Y,34.0595037,-118.3017652,,,5,3,NA,2.5,615.0,911678.0,6880.0,62,Bikeable,95,Walker's paradise,80,Excellent transit,Minimal,Moderate,Major,Minimal,"Places2 groceries, 37 restaurants, 0 parksTransit18, 20, 206, 207, 210, 28, 66, 7, 720, R7","Oct 1, 2023",Listed (Active)TheMLS #23-316713,920000.0,"Jul 19, 2022",Listing RemovedTheMLS #22-175965,NA,"Jul 6, 2022",,NA,https://www.redfin.com/CA/Los-Angeles/700-S-Ardmore-Ave-90005/unit-403/home/12294552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,4340 Glencoe Ave #4,Marina Del Rey,CA,90292,1267000,2.0,3.0,C12 - Marina Del Rey,1547.0,552048.0,1974.0,1,819.0,580.0,Active,October-7-2023 12:00 AM,October-7-2023 11:59 PM,https://www.redfin.com/CA/Marina-del-Rey/4340-Glencoe-Ave-90292/unit-4/home/6725326,CRMLS,PW23182988,N,Y,33.9861882,-118.4384736,2.0,3.0,7,3,6,2.0,819.0,1266804.0,9538.0,75,Very bikeable,85,Very walkable,49,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 22 restaurants, 2 parksTransit108, 16, 3, 33, CC 1, CC 2, CC 5, CC 7, R3","Oct 1, 2023",Listed (Active)CRMLS #PW23182988,1267000.0,"Sep 30, 2023",Listing RemovedCRMLS #PW23112549,NA,"Jul 18, 2023",Relisted (Active)CRMLS #PW23112549,NA,https://www.redfin.com/CA/Marina-del-Rey/4340-Glencoe-Ave-90292/unit-4/home/6725326,"Jul 8, 2023",Listing RemovedCRMLS #PW23112549,NA,"Jun 23, 2023",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16723 La Maida St,Encino,CA,91436,1599000,4.0,2.0,ENC - Encino,1402.0,8434.0,1949.0,1,1141.0,,Active,,,https://www.redfin.com/CA/Encino/16723-La-Maida-St-91436/home/4786910,CRMLS,SR23182983,N,Y,34.1610126,-118.4976525,2.0,1.0,8,7,6,2.5,1141.0,1599447.0,11306.0,50,Bikeable,80,Very walkable,42,Some transit,Minimal,Moderate,Major,Minimal,"Places5 groceries, 22 restaurants, 3 parksTransit150, 155, 164, 234, 236, 236/235, 237, 240","Oct 1, 2023",Listed (Active)CRMLS #SR23182983,1599000.0,"Sep 30, 2023",Listing RemovedCRMLS #SR23168071,NA,"Sep 9, 2023",,NA,https://www.redfin.com/CA/Encino/16723-La-Maida-St-91436/home/4786910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,9763 Via Nola,Burbank,CA,91504,699000,2.0,2.5,610 - Burbank,1302.0,297737.0,1975.0,1,537.0,676.0,Active,,,https://www.redfin.com/CA/Burbank/9763-Via-Nola-91504/home/180113845,CRMLS,SR23182982,N,Y,34.211792,-118.343692,2.0,3.0,2,NA,6,2.5,537.0,699556.0,5618.0,30,Somewhat bikeable,26,Car-dependent,41,Some transit,Severe,Severe,Major,Minimal,"Places2 groceries, 24 restaurants, 2 parksTransit164, 165, 169, 222, 294, 90, 92, Route 1","Oct 1, 2023",Listed (Active)CRMLS #SR23182982,699000.0,"Sep 30, 2023",Listing RemovedCRMLS #SR23145319,NA,"Aug 30, 2023",Relisted (Active)CRMLS #SR23145319,NA,https://www.redfin.com/CA/Burbank/9763-Via-Nola-91504/home/180113845,"Aug 23, 2023",Contingent (Active Under Contract)CRMLS #SR23145319,NA,"Aug 8, 2023",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,11511 Kittridge St,North Hollywood,CA,91606,997900,4.0,4.0,NHO - North Hollywood,1114.0,6256.0,1928.0,1,896.0,,Active,,,https://www.redfin.com/CA/North-Hollywood/11511-Kittridge-St-91606/home/5043181,CRMLS,SR23182969,N,Y,34.1905143,-118.3828863,2.0,1.0,5,4,7,2.0,896.0,989818.0,7056.0,56,Bikeable,74,Very walkable,52,Good transit,Minimal,Moderate,Major,Minimal,"Places6 groceries, 26 restaurants, 0 parksTransit152, 154, 162, 164, 165, 224, 224/690, 230, 90","Oct 1, 2023",Listed (Active)CRMLS #SR23182969,997900.0,,,,,,,https://www.redfin.com/CA/North-Hollywood/11511-Kittridge-St-91606/home/5043181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5413 Rhea Ave,Tarzana,CA,91356,1369000,3.0,3.0,TAR - Tarzana,1655.0,5998.0,1950.0,1,827.0,,Active,,,https://www.redfin.com/CA/Tarzana/5413-Rhea-Ave-91356/home/4109649,CRMLS,SR23170273,N,Y,34.1693127,-118.5422931,2.0,1.0,4,7,7,2.5,827.0,,9680.0,64,Bikeable,84,Very walkable,44,Some transit,Minimal,Minor,Major,Minimal,"Places1 grocery, 29 restaurants, 0 parksTransit150, 164, 165, 237, 240, 242/243","Oct 1, 2023",Listed (Active)CRMLS #SR23170273,1369000.0,"Dec 31, 2020",Listing RemovedCRMLS #SR20190691,NA,"Oct 19, 2020",,NA,https://www.redfin.com/CA/Tarzana/5413-Rhea-Ave-91356/home/4109649,"Oct 5, 2020",,NA,"Sep 16, 2020",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),136 W 48th St,Los Angeles,CA,90037,1799990,9.0,7.5,C42 - Downtown L.A.,4150.0,4752.0,2023.0,1,434.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/136-W-48th-St-90037/home/6924138,CRMLS,OC23170163,N,Y,33.9989536,-118.2753457,2.0,3.0,5,4,3,2.0,434.0,,12727.0,82,Very bikeable,79,Very walkable,59,Good transit,Minimal,Minor,Major,Minimal,"Places11 groceries, 25 restaurants, 1 parkTransit10/48, 105, 108, 45, 460, 51, 550, 81, South Bay Dodger Stadium Express","Oct 1, 2023",Listed (Active)CRMLS #OC23170163,1799990.0,"Feb 25, 2021",Contingent (Active Under Contract)CRMLS #IV20247275,NA,"Feb 22, 2021",Relisted (Active)CRMLS #IV20247275,NA,https://www.redfin.com/CA/Los-Angeles/136-W-48th-St-90037/home/6924138,"Jan 27, 2021",Contingent (Active Under Contract)CRMLS #IV20247275,NA,"Jan 7, 2021",Price ChangedCRMLS #IV20247275,378300.0,"Jan 6, 2021",NA,"Dec 15, 2020",NA,Relisted (Active)CRMLS #IV20247275,Contingent (Active Under Contract)CRMLS #IV20247275,"Nov 27, 2020",Listed (Active)CRMLS #IV20247275,396600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,875 Comstock Ave Unit 7C,Los Angeles,CA,90024,875000,1.0,1.0,C05 - Westwood - Century City,1253.0,85036.0,1961.0,1,698.0,1401.0,Active,,,https://www.redfin.com/CA/Los-Angeles/875-Comstock-Ave-90024/unit-7C/home/6824865,CRMLS,OC23172401,N,Y,34.068307,-118.4265842,2.0,20.0,9,6,5,2.0,698.0,,7588.0,39,Somewhat bikeable,49,Car-dependent,64,Good transit,Major,Minor,Major,Minimal,"Places1 grocery, 33 restaurants, 3 parksTransit1, 17, 2, 20, 233, 28, 4, 5, 720, 761, 8, CC 3","Oct 1, 2023",Listed (Active)CRMLS #OC23172401,875000.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/875-Comstock-Ave-90024/unit-7C/home/6824865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),5434 Huntington Dr S,Los Angeles,CA,90032,1800000,1.0,6.0,621 - El Sereno,2859.0,6078.0,1925.0,1,630.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/5434-Huntington-Dr-S-90032/home/187632472,CRMLS,GD23177084,N,Y,34.0917793,-118.1624984,,1.0,3,6,5,2.5,630.0,,12727.0,51,Bikeable,80,Very walkable,44,Some transit,NA,NA,NA,NA,"Places9 groceries, 29 restaurants, 5 parksTransit179, 256, 258, 260, 660, 665, 76, 78","Oct 1, 2023",Listed (Active)CRMLS #GD23177084,1800000.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/5434-Huntington-Dr-S-90032/home/187632472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,20612 Cohasset St,Winnetka,CA,91306,799999,3.0,2.0,WIN - Winnetka,1226.0,10999.0,1955.0,1,653.0,,Active,,,https://www.redfin.com/CA/Winnetka/20612-Cohasset-St-91306/home/3740896,CRMLS,DW23177302,N,Y,34.2062966,-118.582492,1.0,1.0,4,3,3,2.0,653.0,,5656.0,52,Bikeable,57,Somewhat walkable,42,Some transit,Minimal,Moderate,Major,Minimal,"Places5 groceries, 36 restaurants, 4 parksTransit152, 162, 164, 165, 169, 242/243, 244, 55X","Oct 1, 2023",Listed (Active)CRMLS #DW23177302,799999.0,,,,,,,https://www.redfin.com/CA/Winnetka/20612-Cohasset-St-91306/home/3740896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),676 W 3rd St,San Pedro,CA,90731,945000,5.0,2.5,193 - San Pedro - North,2265.0,4994.0,1984.0,1,417.0,,Active,,,https://www.redfin.com/CA/San-Pedro/676-W-3rd-St-90731/home/7688868,CRMLS,SB23158230,N,Y,33.7417513,-118.2916084,1.0,2.0,3,4,5,2.0,417.0,,6682.0,71,Very bikeable,90,Walker's paradise,49,Some transit,Major,Minimal,Moderate,Minimal,"Places5 groceries, 31 restaurants, 0 parksTransit205, 225, 246, 550","Oct 1, 2023",Relisted (Active)CRMLS #SB23158230,NA,,,,,,,https://www.redfin.com/CA/San-Pedro/676-W-3rd-St-90731/home/7688868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,14521 Birchwood Ct,Sylmar,CA,91342,574999,4.0,3.0,SYL - Sylmar,2277.0,144870.0,2001.0,1,253.0,120.0,Active,,,https://www.redfin.com/CA/Sylmar/14521-Birchwood-Ct-91342/home/8117436,CRMLS,SR23043892,N,Y,34.3181037,-118.4485146,2.0,,NA,6,NA,2.5,253.0,580073.0,4186.0,31,Somewhat bikeable,18,Car-dependent,44,Some transit,Minimal,Extreme,Major,Minimal,"Places5 groceries, 26 restaurants, 4 parksTransit224, 224/690, 230, 234, 236, 236/235, 294, 690, 761, 92","Oct 1, 2023",Relisted (Active)CRMLS #SR23043892,NA,"Aug 31, 2023",Relisted (Active)CRMLS #SR23043892,NA,"Jul 31, 2023",Relisted (Active)CRMLS #SR23043892,NA,https://www.redfin.com/CA/Sylmar/14521-Birchwood-Ct-91342/home/8117436,"Jun 30, 2023",Relisted (Active)CRMLS #SR23043892,NA,"May 30, 2023",Relisted (Active)CRMLS #SR23043892,NA,"Apr 29, 2023",NA,"Feb 15, 2023",NA,Relisted (Active)CRMLS #SR23043892,Relisted (Active)CRMLS #SR22052275,"Jan 15, 2023",Relisted (Active)CRMLS #SR22052275,NA,,,,"Dec 15, 2022",Relisted (Active)CRMLS #SR22052275,NA,"Nov 16, 2022",Relisted (Active)CRMLS #SR22052275,NA,"Oct 15, 2022",Relisted (Active)CRMLS #SR22052275,NA,"Sep 14, 2022",NA,"Aug 14, 2022",NA,Relisted (Active)CRMLS #SR22052275,Relisted (Active)CRMLS #SR22052275,"Jul 14, 2022",Relisted (Active)CRMLS #SR22052275,NA,"Jun 13, 2022",Relisted (Active)CRMLS #SR22052275,NA,"Apr 15, 2022",Relisted (Active)CRMLS #SR22052275,NA,"Mar 15, 2022",NA
MLS Listing,,Condo/Co-op,2324 S Beverly Glen Blvd #207,Los Angeles,CA,90064,1065000,2.0,2.0,Westwood - Century City,1413.0,20066.0,1973.0,1,754.0,590.0,Active,October-3-2023 11:00 AM,October-3-2023 02:00 PM,https://www.redfin.com/CA/Los-Angeles/2324-S-Beverly-Glen-Blvd-90064/unit-207/home/6795345,TheMLS,23-316617,N,Y,34.0482406,-118.4182715,2.0,,9,4,5,2.5,754.0,,8120.0,54,Bikeable,76,Very walkable,54,Good transit,Minimal,Minimal,Major,Minimal,"Places2 groceries, 30 restaurants, 1 parkTransit28, 4, 5, 7, 8, CC 3, R12, R7","Oct 1, 2023",Listed (Active)TheMLS #23-316617,1065000.0,"Jun 3, 2021",Contingent (Backup Offers Accepted)TheMLS #21-693588,NA,"Apr 30, 2021",Price ChangedTheMLS #21-693588,849000.0,https://www.redfin.com/CA/Los-Angeles/2324-S-Beverly-Glen-Blvd-90064/unit-207/home/6795345,"Mar 24, 2021",Price ChangedTheMLS #21-693588,869000.0,"Feb 27, 2021",Price ChangedTheMLS #21-693588,879000.0,"Feb 12, 2021",899000.0,,,Listed (Active)TheMLS #21-693588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1726 N Clybourn Ave,Burbank,CA,91505,985000,2.0,1.0,Burbank,954.0,5463.0,1942.0,1,1032.0,,Active,,,https://www.redfin.com/CA/Burbank/1726-N-Clybourn-Ave-91505/home/5316832,TheMLS,23-315285,N,Y,34.1809334,-118.3587839,2.0,,8,6,7,2.0,1032.0,,6965.0,69,Bikeable,72,Very walkable,41,Some transit,Minimal,Moderate,Major,Minimal,"Places2 groceries, 17 restaurants, 5 parksTransit154, 162, 164, 165, 169, 222, 294, 90, 94, Route 1","Oct 1, 2023",Listed (Active)TheMLS #23-315285,985000.0,,,,,,,https://www.redfin.com/CA/Burbank/1726-N-Clybourn-Ave-91505/home/5316832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,331 N Kenter Ave,Los Angeles,CA,90049,4595000,4.0,4.0,Brentwood,3790.0,9297.0,1941.0,1,1212.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/331-N-Kenter-Ave-90049/home/6837322,TheMLS,23-312653,N,Y,34.064268,-118.4829154,2.0,,5,8,5,2.5,1212.0,,32490.0,7,Somewhat bikeable,7,Car-dependent,24,Minimal transit,NA,NA,NA,NA,"Places2 groceries, 19 restaurants, 5 parksTransit14, 15, 18, 233, 43, 602, 761","Oct 1, 2023",Listed (Active)TheMLS #23-312653,4595000.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/331-N-Kenter-Ave-90049/home/6837322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1716 Courtney Ave,Los Angeles,CA,90046,3650000,4.0,5.0,Sunset Strip - Hollywood Hills West,3800.0,7500.0,2018.0,1,961.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/1716-Courtney-Ave-90046/home/7116448,TheMLS,23-316176,N,Y,34.1022706,-118.3570867,,,7,4,4,2.5,961.0,,25808.0,33,Somewhat bikeable,74,Very walkable,51,Good transit,Moderate,Minor,Major,Minimal,"Places1 grocery, 25 restaurants, 2 parksTransit10/48, 2, 212, 217, 218, 224, 224/690, 4","Sep 28, 2023",Listed (Active)TheMLS #23-316176,3650000.0,"Jul 27, 2023",Listing RemovedTheMLS #23-264949,NA,"Apr 25, 2023",,NA,https://www.redfin.com/CA/Los-Angeles/1716-Courtney-Ave-90046/home/7116448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),8615 Ramsgate Ave,Los Angeles,CA,90045,1400000,4.0,4.0,C29 - Westchester,2764.0,8646.0,1950.0,1,507.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/8615-Ramsgate-Ave-90045/home/6637064,CRMLS,CV23182952,N,Y,33.9593281,-118.3828518,1.0,2.0,4,4,4,2.0,507.0,1399789.0,9899.0,58,Bikeable,86,Very walkable,54,Good transit,Minimal,Minimal,Major,Minimal,"Places2 groceries, 29 restaurants, 1 parkTransit102, 111, 115, 117, 14, 232, 3, 40, 857, CC 6, CC 6R, R3","Sep 30, 2023",Listed (Active)CRMLS #CV23182952,1400000.0,"Dec 1, 2022",Relisted (Active)CRMLS #CV22227407,NA,"Dec 1, 2022",Listing RemovedCRMLS #CV22227407,NA,https://www.redfin.com/CA/Los-Angeles/8615-Ramsgate-Ave-90045/home/6637064,"Oct 24, 2022",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4548 Amber Pl,Los Angeles,CA,90032,525000,2.0,1.0,621 - El Sereno,560.0,3200.0,1923.0,1,938.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/4548-Amber-Pl-90032/home/7000790,CRMLS,CV23177978,N,Y,34.083921,-118.1889518,1.0,1.0,6,6,5,2.0,938.0,541680.0,3712.0,61,Bikeable,68,Somewhat walkable,46,Some transit,Major,Moderate,Major,Minimal,"Places8 groceries, 28 restaurants, 8 parksTransit179, 182, 256, 45, 665, 78","Sep 30, 2023",Listed (Active)CRMLS #CV23177978,525000.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/4548-Amber-Pl-90032/home/7000790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,5935 Playa Vista Dr #407,Playa Vista,CA,90094,1185000,2.0,2.0,Playa Vista,1220.0,43379.0,2004.0,1,971.0,890.0,Active,,,https://www.redfin.com/CA/Playa-Vista/5935-Playa-Vista-Dr-90094/unit-407/home/8136100,TheMLS,23-305057,N,Y,33.9714767,-118.4276739,,,7,4,6,2.5,971.0,1183216.0,9269.0,86,Very bikeable,66,Somewhat walkable,46,Some transit,Moderate,Minimal,Major,Minimal,"Places7 groceries, 22 restaurants, 8 parksTransit108, 110, 115, 16, 3, CC 4, CC 7, R3","Sep 30, 2023",Listed (Active)TheMLS #23-305057,1185000.0,,,,,,,https://www.redfin.com/CA/Playa-Vista/5935-Playa-Vista-Dr-90094/unit-407/home/8136100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3785 Wilshire Blvd #1702,Los Angeles,CA,90010,1450000,3.0,3.0,Mid-Wilshire,1700.0,53695.0,2009.0,1,853.0,1183.0,Active,,,https://www.redfin.com/CA/Los-Angeles/3785-Wilshire-Blvd-90010/unit-1702/home/28904351,TheMLS,23-316681,N,Y,34.0618769,-118.3086279,,,7,4,NA,2.5,853.0,1433604.0,11435.0,61,Bikeable,98,Walker's paradise,78,Excellent transit,Moderate,Moderate,Major,Minimal,"Places2 groceries, 36 restaurants, 0 parksTransit16, 18, 20, 206, 207, 210, 28, 66, 7, 720, R7","Sep 29, 2023",Listed (Active)TheMLS #23-316681,1450000.0,"Sep 24, 2013",Listing RemovedTheMLS #13-698009,NA,"Aug 20, 2013",,NA,https://www.redfin.com/CA/Los-Angeles/3785-Wilshire-Blvd-90010/unit-1702/home/28904351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
