SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,LAUNDARY_FEATURES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Single Family Residential,2033 Woodglen Dr,San Jose,CA,95130,2098000,4.0,2.5,SAN JOSE,2256.0,4295.0,2005.0,1,930.0,85.0,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/2033-Woodglen-Dr-95130/home/2122032,MLSListings,ML81943422,N,Y,37.2852165,-121.9847451,Attached Garage,2.0,,Dining Area in Family Room,"Hardwood, Tile, Vinyl/Linoleum",Central Forced Air,Central Forced Air,Public Utilities,2.0,8,6,7,2.5,930.0,2268038.0,14919.0,75,Very bikeable,76,Very walkable,38,Some transit,Moderate,Minimal,Moderate,Minimal,"Places2 groceries, 25 restaurants, 1 parkTransit25, 26, 27, 37, 56, 57, Express 101","Sep 28, 2023",Listed (Active)MLSListings #ML81943422,2098000.0,https://www.redfin.com/CA/San-Jose/2033-Woodglen-Dr-95130/home/2122032,"Tub/Sink, Washer/Dryer","Common Area Electricity, Insurance (Common Area), Maintenance (Common Area)",Monthly,Woodglen Owners Association,"May 4, 2016",Pending (Pending (Do Not Show))MLSListings #ML81582241,NA,"Apr 26, 2016",Listed (Active)MLSListings #ML81582241,1399000.0,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,247 N Capitol Ave #185,San Jose,CA,95127,399950,1.0,1.0,,777.0,785.0,1977.0,1,515.0,405.0,Active,September-30-2023 12:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/247-N-Capitol-Ave-95127/unit-185/home/1216708,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040440,N,Y,37.3674985,-121.8412123,,,,,"Tile, Carpet",Central Air,Forced Air,,,NA,4,2,2.5,515.0,424133.0,3233.0,56,Bikeable,43,Car-dependent,55,Good transit,Moderate,Moderate,Major,Minimal,"Places7 groceries, 33 restaurants, 1 parkTransit22, 23, 25, 64A, 64B, 70, 71, 77, Event Orange, Event-Orange, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, Rapid 522, School 270","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040440",399950.0,https://www.redfin.com/CA/San-Jose/247-N-Capitol-Ave-95127/unit-185/home/1216708,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1799 Foxworthy Ave,San Jose,CA,95124,1395000,3.0,2.0,SAN JOSE,1176.0,6271.0,1956.0,1,1186.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1799-Foxworthy-Ave-95124/home/974380,MLSListings,ML81943003,N,Y,37.2681831,-121.9167145,"Attached Garage, On Street",2.0,,Eat in Kitchen,"Carpet, Laminate",,Central Forced Air,Public Utilities,1.0,7,7,8,2.5,1186.0,1426586.0,9864.0,66,Bikeable,78,Very walkable,32,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 16 restaurants, 6 parksTransit26, 27, 37, 61, 64B, Express 101","Sep 28, 2023",Listed (Active)MLSListings #ML81943003,1395000.0,https://www.redfin.com/CA/San-Jose/1799-Foxworthy-Ave-95124/home/974380,In Garage,,,,"May 26, 2005",Listing RemovedMLSListings #ML80520460,NA,"Apr 20, 2005",ListedMLSListings #ML80520460,509000.0,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,144 S 3rd St #531,San Jose,CA,95112,798000,2.0,2.0,SAN JOSE,1421.0,1536.0,1997.0,1,562.0,794.0,Active,,,https://www.redfin.com/CA/San-Jose/144-S-3rd-St-95112/unit-531/home/875455,MLSListings,ML81942876,N,Y,37.3339721,-121.8857869,"Assigned Spaces, Tandem Parking",2.0,"Double Sinks, Primary - Oversized Tub, Primary (Stall Shower(s)), 2+ Stall Shower, Tile, Tub in Master Bedroom","Breakfast Bar, Formal Dining Room","Carpet, Other (See Remarks)",Central Forced Air,Forced Air,Public Utilities,1.0,4,3,6,2.5,562.0,800081.0,6436.0,93,Biker's paradise,96,Walker's paradise,71,Excellent transit,NA,NA,NA,NA,"Places0 groceries, 33 restaurants, 2 parksTransit17, 22, 23, 64A, 64B, 66, 68, 72, 73, Blue (Trsa-StJa), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, Blue-South Portion, BlueN, BlueS, BusBridge (6/9-6/15), BusBridge (San Antonio), BusBridge 12/17-18, Event Blue, Event Green, Event-Blue, Event-Green, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, Green-South Portion, GreenN, GreenS, Levi's - Santa Teresa, Levi's - Winchester, Rapid 500, Rapid 522, Rapid 523, Rapid 568","Sep 28, 2023",Listed (Active)MLSListings #ML81942876,798000.0,https://www.redfin.com/CA/San-Jose/144-S-3rd-St-95112/unit-531/home/875455,"Inside, Washer/Dryer","Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Insurance (Common Area), Maintenance (Common Area), Management Fee, Pools, Spa, or Tennis, Roof, Water/Sewer",Monthly,Paseo Plaza HOA,"Aug 17, 2021",Pending (Pending (Do Not Show))MLSListings #ML81853015,NA,"Aug 3, 2021",Price ChangedMLSListings #ML81853015,749000.0,"Jul 11, 2021",Listed (Active)MLSListings #ML81853015,775000.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1814 Dalton Pl,San Jose,CA,95124,1699000,3.0,2.5,San Jose,1898.0,5218.0,1976.0,1,895.0,120.0,Active,September-30-2023 10:00 AM,September-30-2023 05:00 PM,https://www.redfin.com/CA/San-Jose/1814-Dalton-Pl-95124/home/1131846,MetroList,223093148,N,Y,37.2429192,-121.9116343,,2.0,,,"Tile, Vinyl",Other,"Central, Gas","Cable Available, Natural Gas Available, Natural Gas Connected",3.0,7,9,8,,895.0,1738765.0,12133.0,43,Somewhat bikeable,54,Somewhat walkable,23,Minimal transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 21 restaurants, 2 parksTransit27, 37, 61, 64B, Express 101",,,,https://www.redfin.com/CA/San-Jose/1814-Dalton-Pl-95124/home/1131846,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1901 James Pl,San Jose,CA,95125,1898000,3.0,2.0,SAN JOSE,2100.0,10073.0,1950.0,1,904.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1901-James-Pl-95125/home/852954,MLSListings,ML81942982,N,Y,37.287997,-121.9085084,Attached Garage,2.0,"Primary (Stall Shower(s)), Tile, Tub","Dining Area in Family Room, Formal Dining Room","Laminate, Tile",Ceiling Fan,Central Forced Air,Public Utilities,1.0,7,6,6,2.5,904.0,1948154.0,13420.0,51,Bikeable,32,Car-dependent,36,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 18 restaurants, 3 parksTransit25, 26, 37, 56, 64A, 64B, School 256","Sep 28, 2023",Listed (Active)MLSListings #ML81942982,1898000.0,https://www.redfin.com/CA/San-Jose/1901-James-Pl-95125/home/852954,"Inside, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2100 La Terrace Cir,San Jose,CA,95123,523000,1.0,1.0,SAN JOSE,543.0,2096.0,1985.0,1,963.0,545.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/2100-La-Terrace-Cir-95123/home/961236,MLSListings,ML81943381,N,Y,37.240869,-121.86511,Carport,,"Full on Ground Floor, Shower Over Tub",Dining Area in Living Room,"Laminate, Tile",Central Forced Air,Central Forced Air,Public Utilities,1.0,4,7,4,2.5,963.0,526030.0,4243.0,44,Somewhat bikeable,36,Car-dependent,30,Some transit,Minimal,Major,Moderate,Minimal,"Places2 groceries, 31 restaurants, 5 parksTransit27, 64A, 64B, 83, BBBLS, Blue (Trsa-StJa), Blue Line, Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, BusBridge (7/25-8/13), BusBridge (Capt-Blos), Event Blue, Event-Blue, Express 102, Levi's - Santa Teresa","Sep 28, 2023",Listed (Active)MLSListings #ML81943381,523000.0,https://www.redfin.com/CA/San-Jose/2100-La-Terrace-Cir-95123/home/961236,Washer/Dryer,"Exterior Painting, Fencing, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis, Roof, Water, Water/Sewer",Monthly,Compass Property Management,"Jul 23, 2021",Pending (Pending (Do Not Show))MLSListings #ML81852120,NA,"Jul 16, 2021",ContingentMLSListings #ML81852120,NA,"Jul 6, 2021",Listed (Active)MLSListings #ML81852120,488000.0,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,245 El Bosque,San Jose,CA,95134,315000,4.0,2.0,699 - Not Defined,1344.0,1344.0,1993.0,1,234.0,,Active,,,https://www.redfin.com/CA/San-Jose/245-El-Bosque-Dr-95134/home/574776,CRMLS,CV23180170,N,Y,37.412088,-121.944578,,2.0,,,,,,,1.0,7,NA,8,3.0,234.0,314145.0,2227.0,85,Very bikeable,43,Car-dependent,53,Good transit,Major,Minimal,Major,Minimal,"Places0 groceries, 34 restaurants, 5 parksTransit20, 200, 59, ACE, ACE Brown, ACE Gray, ACE Green, ACE Orange, ACE Purple, ACE Red, ACE Violet, ACE Yellow, ACETrain, BB (Oct23), BB (Sep23), Blue (Civc-Bayp), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, BlueBB (9/1/23-9/14/23), BlueN, BusBridge (5/22-6/4), BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Civc), BusBridge (Bypt-Foak), CC, Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, Special Event","Sep 28, 2023",Listed (Active)CRMLS #CV23180170,315000.0,https://www.redfin.com/CA/San-Jose/245-El-Bosque-Dr-95134/home/574776,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5092 Pearl Ave,San Jose,CA,95136,1239999,4.0,2.5,SAN JOSE,1640.0,6562.0,1977.0,1,756.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/5092-Pearl-Ave-95136/home/862413,MLSListings,ML81943375,N,Y,37.2598904,-121.8630435,"Attached Garage, Off-Street Parking",2.0,"Granite, Primary (Stall Shower(s)), Shower and Tub, Tile, Other (See Remarks)","Dining Area in Family Room, Eat in Kitchen, No Formal Dining Room","Carpet, Laminate, Tile, Vinyl/Linoleum",Central Forced Air,Gas,Public Utilities,1.0,3,5,4,2.5,756.0,1291548.0,8768.0,80,Very bikeable,70,Very walkable,44,Some transit,Moderate,Minimal,Major,Minimal,"Places2 groceries, 37 restaurants, 3 parksTransit27, 37, 64A, 70, 83, BBBLS, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueN, BlueS, BusBridge (6/9-6/15), BusBridge (7/25-8/13), BusBridge (Capt-Blos), BusBridge (San Antonio), Event Blue, Event-Blue, Express 102, Levi's - Santa Teresa","Sep 28, 2023",Listed (Active)MLSListings #ML81943375,1239999.0,https://www.redfin.com/CA/San-Jose/5092-Pearl-Ave-95136/home/862413,"In Garage, Washer/Dryer",,,,"Apr 10, 2009",Listing RemovedMLSListings #ML80916865,NA,"Apr 3, 2009",ListedMLSListings #ML80916865,439000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3288 MOUNT RAINIER Dr,San Jose,CA,95127,1028000,3.0,2.0,SAN JOSE,1133.0,5504.0,1968.0,1,907.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3288-Mount-Rainier-Dr-95127/home/1497763,MLSListings,ML81943370,N,Y,37.3500562,-121.8054797,"Attached Garage, On Street",2.0,"Shower Over Tub, Stall Shower","Eat in Kitchen, No Formal Dining Room","Laminate, Tile",Central Forced Air,Central Forced Air (Gas),Public Utilities,1.0,3,3,4,2.5,907.0,1098093.0,7269.0,50,Bikeable,34,Car-dependent,29,Some transit,Minimal,Major,Major,Minimal,"Places6 groceries, 22 restaurants, 4 parksTransit22, 23, 25, 26, 31, 39, 70, 71, 77, Event Orange, Event-Orange, Express 103, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, Rapid 522","Sep 28, 2023",Listed (Active)MLSListings #ML81943370,1028000.0,https://www.redfin.com/CA/San-Jose/3288-Mount-Rainier-Dr-95127/home/1497763,In Garage,,,,"Mar 5, 2013",Pending (Pending (Do Not Show))MLSListings #ML81305949,NA,"Feb 27, 2013",Listed (Active)MLSListings #ML81305949,429000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1940 Luby Dr,San Jose,CA,95133,1275000,4.0,2.5,SAN JOSE,1681.0,4803.0,1979.0,2,758.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1940-Luby-Dr-95133/home/1473893,MLSListings,ML81943216,N,Y,37.3644292,-121.8590408,"Attached Garage, Gate/Door Opener, On Street",2.0,"Double Sinks, Dual Flush Toilet, Half on Ground Floor, Primary (Stall Shower(s)), Shower Over Tub, Updated Bath(s)","Breakfast Nook, Dining Area in Family Room, Formal Dining Room","Laminate, Tile",,Central Forced Air (Gas),Public Utilities,2.0,NA,4,6,2.25,758.0,1289017.0,9015.0,56,Bikeable,60,Somewhat walkable,48,Some transit,Major,Moderate,Major,Minimal,"Places12 groceries, 31 restaurants, 2 parksTransit22, 23, 61, 64A, 64B, 70, 77, Event Orange, Event-Orange, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, Rapid 500, Rapid 522, School 270","Sep 27, 2023",Listed (Active)MLSListings #ML81943216,1275000.0,https://www.redfin.com/CA/San-Jose/1940-Luby-Dr-95133/home/1473893,"Electricity Hookup (110V), Hookup (Gas Dryer), Inside",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1637 Jessica Way,San Jose,CA,95121,750000,3.0,1.5,SAN JOSE,1097.0,6004.0,1976.0,2,684.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1637-Jessica-Way-95121/home/1443334,MLSListings,ML81943360,N,Y,37.3134278,-121.8198067,Attached Garage,2.0,,Dining Area,,,,Natural Gas,1.0,4,5,7,2.5,684.0,820414.0,5303.0,48,Somewhat bikeable,55,Somewhat walkable,44,Some transit,Minimal,Minimal,Major,Minimal,"Places8 groceries, 33 restaurants, 3 parksTransit22, 26, 31, 39, 42, 70, 71, 72, 77, Express 103, Rapid 522","Sep 27, 2023",Listed (Active)MLSListings #ML81943360,750000.0,https://www.redfin.com/CA/San-Jose/1637-Jessica-Way-95121/home/1443334,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3275 Percivale Dr,San Jose,CA,95127,999000,4.0,2.0,SAN JOSE,1242.0,5065.0,1959.0,2,804.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3275-Percivale-Dr-95127/home/1091711,MLSListings,ML81943359,N,Y,37.3840067,-121.8368454,"Attached Garage, Gate/Door Opener, On Street, Parking Area",2.0,"Stall Shower, Tile, Tub","Eat in Kitchen, No Formal Dining Room","Carpet, Hardwood, Tile, Vinyl/Linoleum, Other (See Remarks)",,Central Forced Air,"Individual Electric Meters, Public Utilities",1.0,5,4,2,2.5,804.0,1027038.0,7064.0,57,Bikeable,45,Car-dependent,37,Some transit,Major,Moderate,Major,Minimal,"Places3 groceries, 28 restaurants, 6 parksTransit23, 25, 61, 64A, 64B, 70, 71, Event Orange, Event-Orange, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, Rapid 522, School 270","Sep 27, 2023",Listed (Active)MLSListings #ML81943359,999000.0,https://www.redfin.com/CA/San-Jose/3275-Percivale-Dr-95127/home/1091711,"In Garage, Washer",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3036 Silverland Dr,San Jose,CA,95135,2468000,4.0,3.0,SAN JOSE,2663.0,5903.0,1995.0,2,927.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3036-Silverland-Dr-95135/home/958039,MLSListings,ML81943355,N,Y,37.3126186,-121.7813599,Attached Garage,3.0,"Double Sinks, Full on Ground Floor, Shower and Tub, Stall Shower, Tile, Tub, Tub in Master Bedroom","Dining Area in Living Room, Formal Dining Room","Tile, Wood",Central Forced Air,Central Forced Air,Public Utilities,2.0,8,8,9,2.5,927.0,2524445.0,17450.0,56,Bikeable,30,Car-dependent,26,Some transit,Major,Moderate,Major,Minimal,"Places6 groceries, 29 restaurants, 1 parkTransit31, 39, 42, 71","Sep 27, 2023",Listed (Active)MLSListings #ML81943355,2468000.0,https://www.redfin.com/CA/San-Jose/3036-Silverland-Dr-95135/home/958039,"In Utility Room, Inside",,,,"May 29, 2020",Pending (Pending (Do Not Show))MLSListings #ML81792118,NA,"May 23, 2020",Listed (Active)MLSListings #ML81792118,1650000.0,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,101 Escobar Ct,Los Gatos,CA,95032,1428000,3.0,2.0,LOS GATOS,1494.0,1799.0,1972.0,2,956.0,404.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/101-Escobar-Ct-95032/home/1519527,MLSListings,ML81943354,N,Y,37.2429558,-121.9433667,Attached Garage,2.0,,Dining Area in Family Room,Hardwood,Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,9,9,8,2.5,956.0,1464059.0,10501.0,52,Bikeable,41,Car-dependent,31,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 11 restaurants, 9 parksTransit27, 37, 61, Express 101","Sep 27, 2023",Price ChangedMLSListings #ML81943354,1428000.0,https://www.redfin.com/CA/Los-Gatos/101-Escobar-Ct-95032/home/1519527,,"Insurance, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Reserves, Roof",Monthly,Compass Management Group,"Sep 27, 2023",Listed (Active)MLSListings #ML81943354,1380000.0,"May 25, 2022",Pending (Pending (Do Not Show))MLSListings #ML81889895,NA,"May 20, 2022",Price ChangedMLSListings #ML81889895,1350000.0,"May 3, 2022",Listed (Active)MLSListings #ML81889895,1450000.0,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,2151 Oakland Rd #28,San Jose,CA,95131,260000,3.0,2.0,SAN JOSE,1440.0,,1972.0,2,181.0,,Active,,,https://www.redfin.com/CA/San-Jose/2151-Old-Oakland-Rd-95131/unit-28/home/104436509,MLSListings,ML81943348,N,Y,37.3964341,-121.902613,,,,Formal Dining Room,,Window/Wall Unit,Other (See Remarks),Public Utilities,,NA,NA,6,3.0,181.0,257801.0,1838.0,57,Bikeable,39,Car-dependent,43,Some transit,NA,NA,NA,NA,"Places4 groceries, 21 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Brown, ACE Violet, Event Orange, Event-Orange, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE","Sep 27, 2023",Listed (Active)MLSListings #ML81943348,260000.0,https://www.redfin.com/CA/San-Jose/2151-Old-Oakland-Rd-95131/unit-28/home/104436509,Washer/Dryer,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),2102 Lynnhaven Dr,San Jose,CA,95128,1225000,4.0,2.0,SAN JOSE,1500.0,7223.0,1954.0,2,817.0,,Active,,,https://www.redfin.com/CA/San-Jose/2102-Lynnhaven-Dr-95128/home/1305834,MLSListings,ML81943347,N,Y,37.3082482,-121.9297782,"Attached Garage, Off-Street Parking",2.0,,,"Carpet, Laminate, Tile, Vinyl/Linoleum",,Floor Furnace,"Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,4,NA,6,2.5,817.0,1223092.0,8662.0,73,Very bikeable,75,Very walkable,46,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 19 restaurants, 2 parksTransit23, 25, 56, 59, 60, 61, 64B, Event Green, Express 103, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS, Rapid 523, SCVMC, SCVMC Shuttle","Sep 27, 2023",Listed (Active)MLSListings #ML81943347,1225000.0,https://www.redfin.com/CA/San-Jose/2102-Lynnhaven-Dr-95128/home/1305834,Washer/Dryer (Some Units),,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,629 Union Ave,Campbell,CA,95008,1249000,3.0,2.5,CAMPBELL,1318.0,2046.0,1980.0,2,948.0,210.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/629-Union-Ave-95008/home/701539,MLSListings,ML81943339,N,Y,37.2780406,-121.9365028,Attached Garage,2.0,,"Dining ""L""",,,Central Forced Air (Gas),Public Utilities,2.0,7,7,8,2.25,948.0,,9041.0,84,Very bikeable,71,Very walkable,43,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 26 restaurants, 2 parksTransit26, 27, 37, 56, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 27, 2023",Listed (Active)MLSListings #ML81943339,1249000.0,https://www.redfin.com/CA/Campbell/629-Union-Ave-95008/home/701539,In Garage,"Insurance, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Road), Reserves",Monthly,Dry Creek Place Home Owner Association,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,254 Agustin Narvaez St #3,San Jose,CA,95136,1398000,4.0,3.5,SAN JOSE,2002.0,,2020.0,2,698.0,336.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/254-Agustin-Narvaez-St-95136/unit-3/home/176539741,MLSListings,ML81943333,N,Y,37.285482,-121.8526584,"Attached Garage, On Street",2.0,"Double Sinks, Full on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower and Tub",No Formal Dining Room,"Carpet, Tile, Vinyl/Linoleum",Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Public Utilities",3.0,NA,3,3,2.5,698.0,1406027.0,10221.0,20,Somewhat bikeable,13,Car-dependent,41,Some transit,Minimal,Minor,Moderate,Minimal,"Places6 groceries, 26 restaurants, 8 parksTransit26, 37, 42, 66, 68, 70, 72, 73, BBBLS, Blue (Trsa-StJa), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueN, BlueS, BusBridge (6/9-6/15), BusBridge (7/25-8/13), BusBridge (Capt-Blos), BusBridge (San Antonio), Event Blue, Event-Blue, L1, L2, L3, L4, L5, L6, Levi's - Santa Teresa, Rapid 568","Sep 27, 2023",Listed (Active)MLSListings #ML81943333,1398000.0,https://www.redfin.com/CA/San-Jose/254-Agustin-Narvaez-St-95136/unit-3/home/176539741,Washer/Dryer,"Common Area Electricity, Common Area Gas, Insurance, Maintenance (Common Area)",,Communications Hill HOA,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5870 Meander Dr,San Jose,CA,95120,2200000,4.0,2.5,SAN JOSE,2008.0,9296.0,1975.0,2,1096.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/5870-Meander-Dr-95120/home/1569857,MLSListings,ML81919300,N,Y,37.2342261,-121.8890094,Room for Oversized Vehicle,2.0,,Dining Area,"Carpet, Hardwood, Vinyl/Linoleum",Central Forced Air,Central Forced Air,Public Utilities,1.0,8,7,8,2.5,1096.0,2258498.0,15555.0,62,Bikeable,42,Car-dependent,30,Some transit,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 27 restaurants, 10 parksTransit27, 64A, 64B, 83, Express 101","Sep 27, 2023",Listed (Active)MLSListings #ML81919300,2200000.0,https://www.redfin.com/CA/San-Jose/5870-Meander-Dr-95120/home/1569857,"In Utility Room, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,
