SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HEATING_FEATURES,FLOORING_FEATURES,UTILITIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,url,HAS_GARAGE,COOLING_FEATURES,BUYER_AGENCY_COMPENSATION,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,NUM_STORIES,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_PRICE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY10_EVENT_TYPE
MLS Listing,,Condo/Co-op,1945 Washington St #402,San Francisco,CA,94109,995000,2.0,2.0,San Francisco,983.0,17557.0,1987.0,1,1012.0,760.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1945-Washington-St-94109/unit-402/home/1069593,San Francisco MLS,423913121,N,Y,37.7925414,-122.4254555,Baseboard,,,6,6,7,1012.0,995811.0,7795.0,62,Bikeable,96,Walker's paradise,85,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places1 grocery, 15 restaurants, 6 parksTransit1, 101, 12, 130, 150, 19, 2, 24, 27, 38, 38R, 45, 49, 90, C, PH","Sep 28, 2023",Listed (Active)San Francisco MLS #423913121,995000.0,,,,https://www.redfin.com/CA/San-Francisco/1945-Washington-St-94109/unit-402/home/1069593,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,478 Gates St,San Francisco,CA,94110,1995000,3.0,3.5,San Francisco,,1751.0,1906.0,1,,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/478-Gates-St-94110/home/1950786,San Francisco MLS,423756305,N,Y,37.737379,-122.4142406,"MultiZone, Radiant",Wood,"Internet Available, See Remarks",3,3,1,,2011966.0,14106.0,65,Bikeable,92,Walker's paradise,74,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places8 groceries, 27 restaurants, 9 parksTransit14, 14R, 23, 24, 292, 36, 397, 44, 49, 67, 9, 90, 9R","Sep 29, 2023",Listed (Active)San Francisco MLS #423756305,1995000.0,"Oct 12, 2020",,NA,https://www.redfin.com/CA/San-Francisco/478-Gates-St-94110/home/1950786,,,,"Oct 6, 2020",,NA,"Sep 19, 2020",,NA,"Aug 20, 2020",Relisted (Active)San Francisco MLS #500837,NA,"Jul 30, 2020",Contingent (Contingent - Show)San Francisco MLS #500837,NA,,,,,,,,3.0,"Jul 13, 2020",NA,,,,,,,,,,
MLS Listing,,Condo/Co-op,160 Graystone Ter #8,San Francisco,CA,94114,950000,1.0,1.0,San Francisco,766.0,,1951.0,1,1240.0,874.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/160-Graystone-Ter-94114/unit-8/home/12352811,San Francisco MLS,423913291,N,Y,37.7571927,-122.4460382,Central,"Stone, Wood",,9,8,NA,1240.0,,7676.0,47,Somewhat bikeable,57,Somewhat walkable,67,Good transit,Minimal,Minimal,Minimal,Minimal,"Places7 groceries, 20 restaurants, 22 parksTransit33, 35, 36, 37, 43, 6, KBUS, L-OWL","Sep 29, 2023",Listed (Active)San Francisco MLS #423913291,950000.0,"Jun 3, 2010",Pending (Contingent - Show)San Francisco MLS #370267,NA,https://www.redfin.com/CA/San-Francisco/160-Graystone-Ter-94114/unit-8/home/12352811,,,,"May 7, 2010",Listed (Active)San Francisco MLS #370267,509000.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1273 Dolores St,San Francisco,CA,94110,2397000,5.0,3.0,San Francisco,3689.0,3123.0,1904.0,1,650.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1273-Dolores-St-94110/home/1328243,San Francisco MLS,423744047,N,Y,37.749125,-122.424472,,,,7,3,2,650.0,2356479.0,17161.0,85,Very bikeable,97,Walker's paradise,83,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places7 groceries, 20 restaurants, 3 parksTransit12, 14, 14R, 24, 27, 36, 48, 49, 67, 714, 800, Blue-N, Blue-S, Green-N, Green-S, J, Red-N, Red-S, Yellow-N, Yellow-S","Sep 29, 2023",Listed (Active)San Francisco MLS #423744047,2397000.0,"Sep 21, 2021",Contingent (Contingent - Show)San Francisco MLS #421587185,NA,https://www.redfin.com/CA/San-Francisco/1273-Dolores-St-94110/home/1328243,,,,"Aug 29, 2021",Listed (Active)San Francisco MLS #421587185,2160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1750 Taylor St #603,San Francisco,CA,94133,3195000,2.0,2.0,San Francisco,1790.0,35706.0,1964.0,1,1785.0,2593.0,Active,,,https://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-603/home/12399898,San Francisco MLS,423912060,N,Y,37.7987349,-122.4132863,"Central, Electric","Carpet, Wood",,9,4,NA,1785.0,3184461.0,21856.0,64,Bikeable,98,Walker's paradise,82,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places4 groceries, 31 restaurants, 3 parksTransit1, 12, 27, 30, 39, 45, 8, 8AX, 8BX, 91, PH, PM","Oct 1, 2023",Contingent (Contingent - No Show)San Francisco MLS #423912060,NA,"Sep 29, 2023",Listed (Active)San Francisco MLS #423912060,3195000.0,https://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-603/home/12399898,,,,"Apr 3, 1997",DelistedSan Francisco MLS #19575,NA,"Mar 19, 1997",ListedSan Francisco MLS #19575,895000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),989 - 991 Duncan St,San Francisco,CA,94131,2195000,4.0,4.0,San Francisco,2660.0,4661.0,1962.0,1,825.0,,Active,October-1-2023 02:45 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/989-Duncan-St-94131/home/1151290,San Francisco MLS,423913091,N,Y,37.7448434,-122.4427327,Central,"Tile, Wood","Cable Connected, City",6,5,NA,825.0,,15520.0,65,Bikeable,75,Very walkable,58,Good transit,Minimal,Minor,Minimal,Minimal,"Places6 groceries, 26 restaurants, 17 parksTransit35, 36, 37, 44, 48, 52, KBUS, L-OWL","Sep 29, 2023",Listed (Active)San Francisco MLS #423913091,2195000.0,,,,https://www.redfin.com/CA/San-Francisco/989-Duncan-St-94131/home/1151290,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3975 Clay St,San Francisco,CA,94118,2695000,5.0,2.0,San Francisco,2509.0,3229.0,1911.0,1,1074.0,,Active,October-1-2023 03:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/San-Francisco/3975-Clay-St-94118/home/148072620,San Francisco MLS,423912222,N,Y,37.7873845,-122.4586713,,"Tile, Wood",,9,8,8,1074.0,2703789.0,19055.0,79,Very bikeable,90,Walker's paradise,61,Good transit,NA,NA,NA,NA,"Places6 groceries, 27 restaurants, 3 parksTransit1, 2, 21, 31, 33, 38, 38R, 43, 44, 5, 5R","Sep 29, 2023",Listed (Active)San Francisco MLS #423912222,2695000.0,"Dec 25, 2017",PendingSan Francisco MLS #463005,NA,https://www.redfin.com/CA/San-Francisco/3975-Clay-St-94118/home/148072620,,,,"Oct 19, 2017",Price ChangedSan Francisco MLS #463005,2495000.0,"Oct 9, 2017",Listed (Active)San Francisco MLS #463005,2695000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,25 Sierra St Unit E102,San Francisco,CA,94107,1295000,3.0,2.0,San Francisco,1680.0,48750.0,2007.0,1,771.0,914.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-E102/home/12402595,San Francisco MLS,423912790,N,Y,37.7582134,-122.3955026,"Fireplace(s), Wall Furnace","Carpet, Tile, Wood",,6,6,NA,771.0,,10070.0,59,Bikeable,93,Walker's paradise,71,Excellent transit,Minimal,NA,Moderate,Minimal,"Places3 groceries, 22 restaurants, 10 parksTransit15, 19, 22, 48, 55, 91, B7, CCA/Adobe, East, KT, L1, L2, L3, L4, L5, L6, TBUS, TC, West","Sep 29, 2023",Listed (Active)San Francisco MLS #423912790,1295000.0,"Apr 18, 2008",DelistedSan Francisco MLS #336441,NA,https://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-E102/home/12402595,,,,"Apr 9, 2008",ContingentSan Francisco MLS #336441,NA,"Apr 1, 2008",Price ChangedSan Francisco MLS #336441,750000.0,"Mar 1, 2008",Price ChangedSan Francisco MLS #336441,775000.0,"Jan 31, 2008",ListedSan Francisco MLS #336441,799000.0,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,4399 25th St,San Francisco,CA,94114,925000,1.0,1.0,San Francisco,,2100.0,1908.0,1,,215.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/4399-25th-St-94114/home/114072051,San Francisco MLS,423913132,N,Y,37.7493102,-122.4381688,Central,"Carpet, Parquet, Tile",,7,3,NA,907.0,925747.0,6755.0,62,Bikeable,92,Walker's paradise,62,Good transit,Minimal,Minimal,Minor,Minimal,"Places5 groceries, 29 restaurants, 9 parksTransit24, 35, 37, 48, 52, KBUS, L-OWL","Sep 29, 2023",Listed (Active)San Francisco MLS #423913132,925000.0,"Nov 20, 2019",PendingSan Francisco MLS #490552,NA,https://www.redfin.com/CA/San-Francisco/4399-25th-St-94114/home/114072051,,Ceiling Fan(s),,"Sep 27, 2019",Listed (Active)San Francisco MLS #490552,799000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),858 Ashbury St,San Francisco,CA,94117,3250000,5.0,5.0,San Francisco,5218.0,2656.0,1910.0,1,623.0,,Active,October-3-2023 12:00 PM,October-3-2023 02:00 PM,https://www.redfin.com/CA/San-Francisco/858-Ashbury-St-94117/home/1798919,San Francisco MLS,423913017,N,Y,37.7663162,-122.4459055,"Radiant Floor, Varies By Unit","Carpet, Varies By Unit, Wood",,8,2,8,623.0,3166875.0,22980.0,73,Very bikeable,97,Walker's paradise,75,Excellent transit,Minimal,Minimal,Minimal,Minimal,"Places9 groceries, 30 restaurants, 3 parksTransit21, 33, 37, 43, 6, 7, N, N-OWL, NBUS","Sep 28, 2023",Listed (Active)San Francisco MLS #423913017,3250000.0,"Apr 16, 2022",,NA,https://www.redfin.com/CA/San-Francisco/858-Ashbury-St-94117/home/1798919,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1050 N North Point St #206,San Francisco,CA,94109,675000,1.0,1.0,Russian Hill,676.0,26400.0,1963.0,1,999.0,849.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-206/home/12400769,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040558,N,Y,37.8053959,-122.4248482,Electric,"Tile, Wood","All Public Utilities, Internet Available",9,4,7,999.0,,5622.0,79,Very bikeable,94,Walker's paradise,80,Excellent transit,Minimal,NA,Minor,Minimal,"Places7 groceries, 20 restaurants, 13 parksTransit101, 114, 130, 132, 150, 154, 172, 19, 28, 30, 43, 45, 49, 90, 91, F, L-OWL, PH, PM","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41040558",675000.0,"Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040558",675000000.0,https://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-206/home/12400769,,,2.5,"Aug 5, 2015",ListedBAREIS #435911,574000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2001 Mcallister St #120,San Francisco,CA,94118,700000,1.0,1.0,San Francisco,680.0,98109.0,2002.0,1,1029.0,787.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-120/home/12399951,San Francisco MLS,423913031,N,Y,37.776448,-122.4460603,Electric,"Carpet, Tile, Wood",,9,8,8,1029.0,,5799.0,93,Biker's paradise,96,Walker's paradise,73,Excellent transit,Minimal,NA,Minor,Minimal,"Places7 groceries, 23 restaurants, 4 parksTransit2, 21, 24, 31, 33, 37, 38, 38R, 43, 5, 5R, 6, 7, N-OWL, NBUS","Sep 29, 2023",Listed (Active)San Francisco MLS #423913031,700000.0,"Apr 25, 2019",PendingSan Francisco MLS #483602,NA,https://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-120/home/12399951,,,,"Apr 15, 2019",Listed (Active)San Francisco MLS #483602,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,139 Marietta Dr,San Francisco,CA,94127,1995000,3.0,2.5,San Francisco,2070.0,2469.0,1951.0,1,964.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/139-Marietta-Dr-94127/home/1637307,San Francisco MLS,423907002,N,Y,37.7407071,-122.4475864,"Central, Gas, Radiant","Bamboo, Wood",,6,5,NA,964.0,2047216.0,14283.0,53,Bikeable,61,Somewhat walkable,63,Good transit,Minimal,Minor,Minimal,Minimal,"Places6 groceries, 11 restaurants, 18 parksTransit23, 36, 37, 43, 44, 48, 52, KBUS, L-OWL","Sep 29, 2023",Listed (Active)San Francisco MLS #423907002,1995000.0,"Nov 6, 2020",PendingSan Francisco MLS #505052,NA,https://www.redfin.com/CA/San-Francisco/139-Marietta-Dr-94127/home/1637307,,,,"Sep 29, 2020",Price ChangedSan Francisco MLS #505052,2195000.0,"Sep 14, 2020",Listed (Active)San Francisco MLS #505052,2395000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,620 Clarendon Ave,San Francisco,CA,94131,1329000,3.0,2.5,San Francisco,1763.0,843.0,1977.0,1,754.0,1200.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/620-Clarendon-Ave-94131/home/1395050,San Francisco MLS,423913141,N,Y,37.752228,-122.4579032,Gas,"Tile, Vinyl",,9,8,NA,754.0,1336518.0,10597.0,37,Somewhat bikeable,42,Car-dependent,71,Excellent transit,Minimal,Minor,Minimal,Minimal,"Places8 groceries, 19 restaurants, 17 parksTransit36, 37, 43, 44, 48, 52, 6, 66, KBUS, KT, L-OWL, M","Sep 29, 2023",Listed (Active)San Francisco MLS #423913141,1329000.0,,,,https://www.redfin.com/CA/San-Francisco/620-Clarendon-Ave-94131/home/1395050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,566 Vermont St,San Francisco,CA,94107,995000,2.0,1.0,San Francisco,,2495.0,1900.0,1,,250.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/566-Vermont-St-94107/home/1767581,San Francisco MLS,423912674,N,Y,37.7624899,-122.4046053,Central,Wood,,5,3,NA,,1007618.0,7285.0,71,Very bikeable,96,Walker's paradise,76,Excellent transit,Minimal,Minimal,Minor,Minimal,"Places5 groceries, 27 restaurants, 4 parksTransit19, 22, 27, 292, 33, 397, 48, 55, 9, 90, 9R, CCA/Adobe","Sep 29, 2023",Listed (Active)San Francisco MLS #423912674,995000.0,"Sep 27, 2023",Listed (Active)San Francisco MLS #423912673,2140000.0,https://www.redfin.com/CA/San-Francisco/566-Vermont-St-94107/home/1767581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,433 Upper Terrace Ter #4,San Francisco,CA,94117,1375000,2.0,2.0,San Francisco,,4996.0,1977.0,1,,590.0,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/433-Upper-Ter-94117/unit-4/home/187753662,San Francisco MLS,423913187,N,Y,37.763647,-122.4455074,,,,8,2,NA,,,10312.0,66,Bikeable,86,Very walkable,74,Excellent transit,Minimal,Minimal,Minimal,Minimal,"Places9 groceries, 28 restaurants, 15 parksTransit33, 35, 37, 43, 6, 7, KBUS, L-OWL, N, N-OWL, NBUS","Sep 29, 2023",Listed (Active)San Francisco MLS #423913187,1375000.0,,,,https://www.redfin.com/CA/San-Francisco/433-Upper-Ter-94117/unit-4/home/187753662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,433 Collingwood St Unit B,San Francisco,CA,94114,2199000,2.0,2.0,San Francisco,1769.0,3041.0,2003.0,1,1243.0,334.0,Active,,,https://www.redfin.com/CA/San-Francisco/433-Collingwood-St-94114/unit-B/home/872851,San Francisco MLS,423912460,N,Y,37.755446,-122.435282,,Wood,,7,2,NA,1243.0,2187260.0,15882.0,65,Bikeable,94,Walker's paradise,74,Excellent transit,Minimal,NA,Minor,Minimal,"Places5 groceries, 33 restaurants, 3 parksTransit24, 33, 35, 37, 48, F, J, KBUS, KT, L-OWL, M, TBUS","Sep 29, 2023",Listed (Active)San Francisco MLS #423912460,2199000.0,"Jul 31, 2015",PendingSan Francisco MLS #434919,NA,https://www.redfin.com/CA/San-Francisco/433-Collingwood-St-94114/unit-B/home/872851,,,,"Jul 16, 2015",Listed (Active)San Francisco MLS #434919,1738000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,407 Sawyer St,San Francisco,CA,94134,1275000,3.0,2.0,San Francisco,1476.0,1812.0,1948.0,1,864.0,,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/San-Francisco/407-Sawyer-St-94134/home/1614601,San Francisco MLS,423912915,N,Y,37.71301,-122.4142627,,,,5,3,NA,864.0,1287265.0,9015.0,50,Bikeable,67,Somewhat walkable,65,Good transit,Minimal,Moderate,Minor,Minimal,"Places5 groceries, 18 restaurants, 7 parksTransit24, 29, 292, 397, 54, 56, 8, 8AX, 8BX, 9, 91, 9R, BBC Shuttle, DCB Shuttle, DCB Shuttle (SamTrans), KT, TBUS","Sep 29, 2023",Listed (Active)San Francisco MLS #423912915,1275000.0,,,,https://www.redfin.com/CA/San-Francisco/407-Sawyer-St-94134/home/1614601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,175 Bluxome St #327,San Francisco,CA,94107,829000,2.0,2.0,San Francisco,,30938.0,1998.0,1,,686.0,Active,September-30-2023 12:00 PM,September-30-2023 02:00 PM,https://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-327/home/12398183,San Francisco MLS,423912440,N,Y,37.7744041,-122.3996934,,Wood,,5,3,NA,,,6548.0,98,Biker's paradise,92,Walker's paradise,91,Rider's paradise,Severe,NA,Moderate,Minimal,"Places0 groceries, 33 restaurants, 4 parksTransit101, 114, 12, 130, 132, 14, 14R, 150, 154, 172, 19, 22, 27, 292, 30, 397, 398, 45, 55, 714, 8, 8AX, 8BX, 9, 90, 91, B7, CCA/Adobe, East, FCX, KT, L1, L2, L3, L4, L5, L6, Megabus, N, N-OWL, NBUS, TBUS, TC, West","Sep 29, 2023",Listed (Active)San Francisco MLS #423912440,829000.0,"Jun 28, 2015",Pending (Contingent - Show)San Francisco MLS #434171,NA,https://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-327/home/12398183,,Ceiling Fan(s),,"Jun 15, 2015",Listed (Active)San Francisco MLS #434171,899000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
