SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,LAUNDARY_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_NAME,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,BATH_DESCRIPTION,FLOORING_FEATURES,HOA_FEE_FREQ,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE
MLS Listing,,Mobile/Manufactured Home,1515 N Milpitas Blvd #36,Milpitas,CA,95035,329000,2.0,2.0,MILPITAS,1040.0,,1995.0,168.0,316.0,,Active,,,https://www.redfin.com/CA/Milpitas/1515-N-Milpitas-Blvd-95035/unit-36/home/1783548,MLSListings,ML81924691,N,Y,37.4534173,-121.9134857,"Carport, Tandem Parking",,Dining Area in Family Room,,,Central Forced Air,Public Utilities,,,,8,9,8,3.0,316.0,317583.0,2326.0,73,Very bikeable,75,Very walkable,39,Some transit,Minimal,Major,Major,Minimal,"Places3 groceries, 32 restaurants, 5 parksTransit217, 239, 44, 47, 623, 66, ACE Purple, Express 104, School 246, School 247","Jun 27, 2023",Price ChangedMLSListings #ML81924691,329000.0,"Apr 14, 2023",Listed (Active)MLSListings #ML81924691,339000.0,"Aug 14, 2019",Pending (Pending (Do Not Show))MLSListings #ML81755379,NA,https://www.redfin.com/CA/Milpitas/1515-N-Milpitas-Blvd-95035/unit-36/home/1783548,,,,"Jun 20, 2019",Relisted (Active)MLSListings #ML81755379,NA,"Jun 18, 2019",Pending (Pending (Do Not Show))MLSListings #ML81755379,NA,"Jun 6, 2019",Listed (Active)MLSListings #ML81755379,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,27 S Main St,Milpitas,CA,95035,3000000,,,MILPITAS,,14720.0,,175.0,,,Active,,,https://www.redfin.com/CA/Milpitas/27-S-Main-St-95035/home/161017794,MLSListings,ML81924004,N,Y,37.4059353,-121.9026657,,,,,,,Public Utilities,,,,NA,7,8,2.0,,2828708.0,21212.0,72,Very bikeable,59,Somewhat walkable,59,Good transit,NA,NA,NA,NA,"Places7 groceries, 24 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE","Apr 7, 2023",Listed (Active)MLSListings #ML81924004,3000000.0,"Apr 7, 2023",Listed (Active)MLSListings #ML81924003,3000000.0,,,,https://www.redfin.com/CA/Milpitas/27-S-Main-St-95035/home/161017794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,1878 N Milpitas Blvd,Milpitas,CA,95035,3998000,,,MILPITAS,,16482.0,,216.0,,,Active,,,https://www.redfin.com/CA/Milpitas/1878-N-Milpitas-Blvd-95035/home/182366689,MLSListings,ML81919910,N,Y,37.4579067,-121.9110936,,,,,,,Public Utilities,,,,7,9,8,2.0,,3682398.0,28268.0,75,Very bikeable,87,Very walkable,40,Some transit,NA,NA,NA,NA,"Places3 groceries, 33 restaurants, 5 parksTransit215, 217, 239, 44, 47, 623, 66, ACE Purple, Express 104, School 246, School 247","Feb 25, 2023",Listed (Active)MLSListings #ML81919910,3998000.0,"Feb 1, 2023",Listed (Active)MLSListings #ML81917695,3998000.0,,,,https://www.redfin.com/CA/Milpitas/1878-N-Milpitas-Blvd-95035/home/182366689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1995 Old Calaveras Rd,Milpitas,CA,95035,11990000,3.0,2.0,MILPITAS,1750.0,848172.0,1933.0,221.0,6851.0,,Active,,,https://www.redfin.com/CA/Milpitas/1995-Old-Calaveras-Rd-95035/home/22724309,MLSListings,ML81911879,N,Y,37.4448358,-121.8761402,"Detached, Electric Gate, Gate/Door Opener, Room for Oversized Vehicle, Workshop in Garage",6.0,"Breakfast Bar, Dining Area","In Utility Room, Inside","Ceiling Fan, Central Forced Air","Baseboard, Central Forced Air",Public Utilities,1.0,,,7,9,8,2.5,6851.0,10463659.0,84777.0,43,Somewhat bikeable,28,Car-dependent,18,Minimal transit,Minimal,Severe,Major,Minimal,"Places4 groceries, 19 restaurants, 5 parksTransit217, 47, 66, 70, 71, Express 104, School 246, School 247, School 270","Feb 21, 2023",Price ChangedMLSListings #ML81919373,11990000.0,"Feb 20, 2023",Listed (Active)MLSListings #ML81919373,11999000.0,"Feb 20, 2023",Listed (Active)MLSListings #ML81911879,11990000.0,https://www.redfin.com/CA/Milpitas/1995-Old-Calaveras-Rd-95035/home/22724309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3463 Calaveras Rd,Milpitas,CA,95035,5789000,3.0,2.0,MILPITAS,1700.0,1421639.0,1970.0,916.0,3405.0,,Active,,,https://www.redfin.com/CA/Milpitas/3463-Calaveras-Rd-95035/home/168935064,MLSListings,ML81836232,N,Y,37.4443317,-121.8406307,Carport,,Dining Area,Inside,,Wall Furnace,Public Utilities,,,,2,7,8,2.5,3405.0,5209785.0,40932.0,1,Somewhat bikeable,10,Car-dependent,,,Major,Severe,Moderate,Minimal,"Places5 groceries, 16 restaurants, 10 parksTransit47, 61, 70, 71, School 246, School 247, School 270",,,,,,,,,,https://www.redfin.com/CA/Milpitas/3463-Calaveras-Rd-95035/home/168935064,Shower Over Tub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Periwinkle,Milpitas,CA,95035,1461995,3.0,2.5,Parkside at Tarob Court,1948.0,,,,751.0,,Active,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Periwinkle/home/177588787,NewHomeSource.com,Plan-241937636,N,Y,37.405077,-121.889768,,,,,,,,3.0,,,8,7,6,,751.0,,10337.0,67,Bikeable,51,Somewhat walkable,65,Good transit,NA,NA,NA,NA,"Places7 groceries, 31 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270",,,,,,,,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Periwinkle/home/177588787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Zinnia,Milpitas,CA,95035,1461995,3.0,3.0,Parkside at Tarob Court,1948.0,,,,751.0,,Active,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Zinnia/home/177588785,NewHomeSource.com,Plan-241937637,N,Y,37.405077,-121.889768,,,,,,,,3.0,,,8,7,6,,751.0,,10337.0,67,Bikeable,51,Somewhat walkable,65,Good transit,NA,NA,NA,NA,"Places7 groceries, 31 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270",,,,,,,,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Zinnia/home/177588785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Violet,Milpitas,CA,95035,1181995,3.0,3.0,Parkside at Tarob Court,1475.0,,,,801.0,,Active,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Violet/home/177588788,NewHomeSource.com,Plan-241937635,N,Y,37.405077,-121.889768,,,,,,,,3.0,,,8,7,6,,801.0,,8357.0,67,Bikeable,51,Somewhat walkable,65,Good transit,NA,NA,NA,NA,"Places7 groceries, 31 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270",,,,,,,,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Violet/home/177588788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Peony,Milpitas,CA,95035,1373995,3.0,3.0,Parkside at Tarob Court,1769.0,,,,777.0,,Active,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Peony/home/177588791,NewHomeSource.com,Plan-241937633,N,Y,37.405077,-121.889768,,,,,,,,3.0,,,8,7,6,,777.0,,9715.0,67,Bikeable,51,Somewhat walkable,65,Good transit,NA,NA,NA,NA,"Places7 groceries, 31 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270",,,,,,,,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Peony/home/177588791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Hydrangea,Milpitas,CA,95035,1373995,3.0,3.0,Parkside at Tarob Court,1769.0,,,,777.0,,Active,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Hydrangea/home/177588792,NewHomeSource.com,Plan-241937632,N,Y,37.405077,-121.889768,,,,,,,,3.0,,,8,7,6,,777.0,,9715.0,67,Bikeable,51,Somewhat walkable,65,Good transit,NA,NA,NA,NA,"Places7 groceries, 31 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270",,,,,,,,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Hydrangea/home/177588792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Townhouse,Sunflower,Milpitas,CA,95035,1400995,3.0,2.5,Parkside at Tarob Court,1855.0,,,,755.0,,Active,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Sunflower/home/177588793,NewHomeSource.com,Plan-241937631,N,Y,37.405077,-121.889768,,,,,,,,3.0,,,8,7,6,,755.0,,9906.0,67,Bikeable,51,Somewhat walkable,65,Good transit,NA,NA,NA,NA,"Places7 groceries, 31 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270",,,,,,,,,,https://www.redfin.com/CA/Milpitas/Parkside-at-Tarob-Court/Sunflower/home/177588793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
