SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,REDFIN_ESTIMATE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,UTILITIES,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,NUM_STORIES,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES
MLS Listing,,Single Family Residential,1301 60th Ave,Oakland,CA,94621,549950,2.0,1.0,SEMINARY,1589.0,4000.0,1927.0,1,346.0,,Active,,,https://www.redfin.com/CA/Oakland/1301-60th-Ave-94621/home/618702,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040580,N,Y,37.7637628,-122.2004339,1.0,Laminate,Central,,2,NA,1,3.0,346.0,3888.0,59,Bikeable,75,Very walkable,61,Good transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 21 restaurants, 1 parkTransit1, 14, 356, 40, 45, 46, 46L, 47, 617, 638, 646, 648, 650, 657, 73, 801, 805, 840, 90, 98, Beige-N, Beige-S, Blue-N, Blue-S, CC, Green-N, Green-S, Orange-N, Orange-S","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040580",549950.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/1301-60th-Ave-94621/home/618702,551747.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2820 Alida St,Oakland,CA,94602,1095000,3.0,2.0,LINCOLN HEIGHTS,1370.0,5850.0,1954.0,1,799.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/2820-Alida-St-94602/home/1563746,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038556,N,Y,37.8054687,-122.2011876,2.0,"Hardwood, Tile",Forced Air,"Ceiling Fan(s), Central Air",7,NA,5,2.5,799.0,7742.0,18,Somewhat bikeable,35,Car-dependent,41,Some transit,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 13 restaurants, 6 parksTransit14, 339, 39, 54, 57, 604, 605, 606, 642, 646, 649, 650, 653, 654, 655, 657, 658, 660, 662, 677, 680, 682, 696, 805, NL, NX, NX2, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038556",1095000.0,"Feb 22, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40769409",NA,"Feb 6, 2017","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40769409",769000.0,,,,https://www.redfin.com/CA/Oakland/2820-Alida-St-94602/home/1563746,1237196.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2915 Magnolia St,Oakland,CA,94608,1399000,5.0,3.5,NEAR EMERYVILLE,2156.0,4256.0,1907.0,1,649.0,,Active,,,https://www.redfin.com/CA/Oakland/2915-Magnolia-St-94608/home/1455028,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040566,N,Y,37.8218647,-122.2831566,1.0,Engineered Wood,Central,Central Air,2,3,2,2.5,649.0,9892.0,98,Biker's paradise,89,Very walkable,60,Good transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 23 restaurants, 3 parksTransit18, 29, 36, 57, 657, 705, 72, 72M, 72R, 802, 88, C, F, J, NL","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040566",1399000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/2915-Magnolia-St-94608/home/1455028,1374664.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1201 Pine #115,Oakland,CA,94607,499900,1.0,1.5,PRESCOTT,973.0,118657.0,2009.0,1,514.0,403.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/1201-Pine-St-94607/unit-115/home/22961826,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040567,N,Y,37.8127409,-122.3002689,1.0,"Carpet, Wood",Electric,,2,3,2,2.5,514.0,3938.0,83,Very bikeable,67,Somewhat walkable,60,Good transit,Moderate,Minimal,Moderate,Minimal,"Places12 groceries, 17 restaurants, 10 parksTransit14, 29, 314, 36, 57, 62, 705, 800, 88, Blue-N, Blue-S, C, F, Green-N, Green-S, J, Megabus, NL, O, OX, Red-N, Red-S, S, SB, W, Yellow-N, Yellow-S","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040567",499900.0,"Aug 8, 2018","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40830046",NA,"Jul 13, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40830046",540000.0,,,,https://www.redfin.com/CA/Oakland/1201-Pine-St-94607/unit-115/home/22961826,499520.0,,,,,,,"All Electric, All Public Utilities",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2929 21st Ave,Oakland,CA,94606,599000,3.0,2.5,HIGHLAND TERRACE,1315.0,4446.0,1915.0,1,456.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/2929-21st-Ave-94606/home/1936446,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040564,N,Y,37.796719,-122.2282733,,"Hardwood, Laminate, Tile",Central,,7,7,4,2.5,456.0,4235.0,59,Bikeable,71,Very walkable,57,Good transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 30 restaurants, 3 parksTransit14, 20, 21, 33, 339, 39, 57, 611, 62, 653, 657, 658, 680, 688, 805, 96, B, NL, NX, NX1, NX2, NXC, V","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040564",599000.0,"Oct 3, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40670826",NA,"Sep 30, 2014","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40670826",NA,"Sep 21, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40670826",NA,https://www.redfin.com/CA/Oakland/2929-21st-Ave-94606/home/1936446,623296.0,"Sep 11, 2014","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40670826",485000.0,"Aug 20, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40670826",495000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1532 69th Ave,Oakland,CA,94621,450000,2.0,1.0,OAKLAND,1032.0,3115.0,1927.0,1,436.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/1532-69th-Ave-94621/home/2029784,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040561,N,Y,37.7615147,-122.1888289,,"Laminate, Tile, Carpet",Forced Air,Ceiling Fan(s),2,NA,1,2.5,436.0,3182.0,63,Bikeable,81,Very walkable,66,Good transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 23 restaurants, 5 parksTransit1, 356, 40, 45, 46, 46L, 47, 617, 638, 646, 650, 657, 73, 801, 805, 840, 90, 98, Beige-N, Beige-S, Blue-N, Blue-S, CC, Green-N, Green-S, Orange-N, Orange-S","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040561",450000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/1532-69th-Ave-94621/home/2029784,450122.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1055 48th St,Emeryville,CA,94608,1150000,8.0,,EMERYVILLE,2102.0,3774.0,1900.0,1,547.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Emeryville/1055-48th-St-94608/home/1357768,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040555,N,Y,37.8365449,-122.2793066,,"Hardwood, Laminate, Linoleum, Tile, Engineered Wood","Forced Air, Wall Furnace",No Air Conditioning,NA,NA,4,2.5,547.0,8131.0,97,Biker's paradise,90,Walker's paradise,,,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 29 restaurants, 3 parksTransit12, 18, 29, 36, 57, 657, 688, 72, 72M, 72R, 802, 88, C, F, J","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040555",1150000.0,"Dec 11, 2019","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40890048",NA,"Dec 3, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40890048",995000.0,,,,https://www.redfin.com/CA/Emeryville/1055-48th-St-94608/home/1357768,1149149.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3525 Oak Knoll Blvd,Oakland,CA,94605,809999,2.0,1.0,Oakland,996.0,7022.0,1941.0,1,813.0,,Active,,,https://www.redfin.com/CA/Oakland/3525-Oak-Knoll-Blvd-94605/home/1889008,MetroList,223094329,N,Y,37.7568612,-122.1498685,1.0,"Carpet, Vinyl",Other,Other,2,1,1,,813.0,5727.0,29,Somewhat bikeable,38,Car-dependent,41,Some transit,Minimal,Moderate,Moderate,Minimal,"Places7 groceries, 14 restaurants, 5 parksTransit34, 35, 356, 40, 45, 46, 46L, 57, 617, 646, 649, 650, 652, 680, 682, 90, 98, NX3, NX4, NXC",,,,,,,,,,,,,https://www.redfin.com/CA/Oakland/3525-Oak-Knoll-Blvd-94605/home/1889008,811050.0,,,,,,,Other,,,,,,,,,,2.0,,,,
MLS Listing,,Single Family Residential,4481 Malcolm Ave,Oakland,CA,94605,1188000,4.0,3.5,ALAMEDA,2898.0,18674.0,1955.0,1,410.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/4481-Malcolm-Ave-94605/home/1543925,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040548,N,Y,37.7521272,-122.1281417,1.0,Hardwood Flrs Throughout,"Baseboard, Hot Water, Fireplace(s)","Central Air, Heat Pump, ENERGY STAR Qualified Equipment",2,2,5,2.5,410.0,8400.0,18,Somewhat bikeable,9,Car-dependent,19,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places4 groceries, 17 restaurants, 7 parksTransit34, 35, 40, 45, 46, 46L, 57, 617, 646, 649, 650, 652, 680, 682, 90, NX3, NX4, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040548",1188000.0,"Mar 17, 2023",Contingent (Contingent (Show))BAREIS #323006549,NA,"Feb 25, 2023",Relisted (Active)BAREIS #323006549,NA,"Feb 17, 2023",Contingent (Contingent (Show))BAREIS #323006549,NA,https://www.redfin.com/CA/Oakland/4481-Malcolm-Ave-94605/home/1543925,1187133.0,"Feb 4, 2023",Listed (Active)BAREIS #323006549,950000.0,,,,"All Public Utilities, Natural Gas Available, Natural Gas Connected, Master Electric Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2038 Melvin Rd,Oakland,CA,94602,1495000,3.0,2.5,OAKMORE,2237.0,8634.0,1992.0,1,668.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Oakland/2038-Melvin-Rd-94602/home/1306966,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040543,N,Y,37.8135096,-122.2050004,2.0,"Tile, Carpet, Wood",Forced Air,Central Air,7,5,5,2.5,668.0,10571.0,20,Somewhat bikeable,26,Car-dependent,37,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 25 restaurants, 7 parksTransit33, 339, 39, 57, 604, 605, 606, 642, 646, 649, 650, 653, 655, 657, 658, 660, 662, 677, 680, 682, 688, 696, 805, NL, NX, NX2, NXC, V","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040543",1495000.0,"Mar 28, 2014","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40648956",NA,"Mar 12, 2014","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40648956",749000.0,,,,https://www.redfin.com/CA/Oakland/2038-Melvin-Rd-94602/home/1306966,,,,,,,,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,45 Saint James Pl,Piedmont,CA,94611,2695000,4.0,4.0,PIEDMONT,3265.0,12150.0,1949.0,1,825.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Piedmont/45-Saint-James-Pl-94611/home/1466621,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040192,N,Y,37.8140077,-122.2203389,2.0,"Hardwood, Tile, Carpet",Forced Air,No Air Conditioning,NA,9,10,2.5,825.0,19055.0,30,Somewhat bikeable,56,Somewhat walkable,,,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 27 restaurants, 5 parksTransit20, 21, 29, 33, 339, 39, 57, 606, 611, 62, 650, 653, 657, 658, 680, 688, 805, 96, B, NL, NX, NX1, NX2, NXC, V","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040192",2695000.0,,,,,,,,,,https://www.redfin.com/CA/Piedmont/45-Saint-James-Pl-94611/home/1466621,2701447.0,,,,,,,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),6410 Outlook Ave,Oakland,CA,94605,749000,2.0,,CHEVROLET PARK,1668.0,6850.0,1950.0,1,449.0,,Active,,,https://www.redfin.com/CA/Oakland/6410-Outlook-Ave-94605/home/2029766,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040541,N,Y,37.7760578,-122.1764944,,"Hardwood, Tile","Forced Air, Natural Gas","Central Air, No Air Conditioning",2,1,1,3.0,449.0,5296.0,29,Somewhat bikeable,64,Somewhat walkable,54,Good transit,Minimal,Moderate,Moderate,Minimal,"Places1 grocery, 23 restaurants, 4 parksTransit356, 40, 45, 57, 617, 638, 648, 650, 657, 680, 73, 805, 840, 98, NL, NX, NX3, NX4, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040541",749000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/6410-Outlook-Ave-94605/home/2029766,757103.0,,,,,,,"All Public Utilities, Cable Connected, Internet Available, Individual Electric Meter, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,830 Trestle Glen Rd,Oakland,CA,94610,1925000,4.0,2.5,CROCKER HGHLANDS,2656.0,6803.0,1925.0,1,725.0,19.0,Active,October-1-2023 02:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/830-Trestle-Glen-Rd-94610/home/527276,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040272,N,Y,37.8084316,-122.239088,1.0,"Hardwood Flrs Throughout, Tile, Carpet","Forced Air, Natural Gas, Fireplace(s)",,8,7,4,2.5,725.0,13630.0,60,Bikeable,90,Walker's paradise,53,Good transit,Major,Minimal,Moderate,Minimal,"Places5 groceries, 27 restaurants, 1 parkTransit12, 29, 33, 57, 606, 62, 653, 657, 658, 680, 688, 805, B, NL, NX, NX1, V","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040272",1925000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/830-Trestle-Glen-Rd-94610/home/527276,1987533.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,550 Canyon Oaks Dr Unit A,Oakland,CA,94605,499999,2.0,2.0,SHADOW WOODS,1123.0,139460.0,1986.0,1,445.0,659.0,Active,October-1-2023 02:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Oakland/550-Canyon-Oaks-Dr-94605/unit-A/home/12116914,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040394,N,Y,37.7728027,-122.1470621,1.0,Wood,Central,Central Air,2,1,5,2.5,445.0,4194.0,7,Somewhat bikeable,21,Car-dependent,23,Minimal transit,Minimal,Major,Moderate,Minimal,"Places6 groceries, 10 restaurants, 8 parksTransit356, 46, 46L, 57, 617, 646, 649, 650, 652, 680, 682, 98, NX3, NX4, NXC","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040394",499999.0,"Sep 24, 2023",,NA,"Sep 23, 2023",,NA,"Sep 20, 2023",,NA,https://www.redfin.com/CA/Oakland/550-Canyon-Oaks-Dr-94605/unit-A/home/12116914,500932.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5715 Cabot Dr,Oakland,CA,94611,1250000,3.0,2.0,MONTCLAIR,2151.0,9248.0,1938.0,1,581.0,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Oakland/5715-Cabot-Dr-94611/home/1965194,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040539,N,Y,37.8330481,-122.2133407,2.0,Hardwood,Forced Air,,8,5,5,2.5,581.0,8838.0,36,Somewhat bikeable,73,Very walkable,34,Some transit,Minimal,Moderate,Minor,Minimal,"Places4 groceries, 24 restaurants, 5 parksTransit33, 605, 606, 642, 646, 649, 650, 653, 655, 660, 662, 677, 682, 688, 696, CB, V","Sep 29, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040539",1250000.0,,,,,,,,,,https://www.redfin.com/CA/Oakland/5715-Cabot-Dr-94611/home/1965194,1243160.0,,,,,,,,,,,,,,,,,,,,,
