SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,url,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,Transit Score,Transit Score_type,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE
MLS Listing,,Single Family Residential,24980 Skyland Rd,Los Gatos,CA,95033,1849000,3.0,2.0,LOS GATOS,2814.0,141526.0,1890.0,43.0,657.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/24980-Skyland-Rd-95033/home/2429121,MLSListings,ML81929066,N,Y,37.1073246,-121.9291559,"Detached, Off-Street Parking, Room for Oversized Vehicle",2.0,Full on Ground Floor,"Breakfast Room, Formal Dining Room","In Utility Room, Tub/Sink, Washer/Dryer","Carpet, Hardwood, Tile, Vinyl/Linoleum, Wood",Central Forced Air,"Forced Air, Propane","Propane On Site, Public Utilities",,8,8,10,2.5,657.0,1836856.0,13074.0,,,4,Car-dependent,Minimal,Major,Minimal,Minimal,"Places10 groceries, 15 restaurants, 5 parksTransit17, 27, 35, 35E, 55, 69A, 69W, 71, 91X, Route 6","Aug 18, 2023",Listed (Active)MLSListings #ML81929066,1849000.0,"Mar 8, 2012",Pending (Pending (Do Not Show))MLSListings #ML81200783,NA,"Feb 14, 2012",Pending (Pending Without Release)MLSListings #ML81200783,NA,"Feb 7, 2012",Price ChangedMLSListings #ML81200783,869000.0,"Jan 9, 2012",Listed (Active)MLSListings #ML81200783,899000.0,https://www.redfin.com/CA/Los-Gatos/24980-Skyland-Rd-95033/home/2429121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,91 Bentley Ave,Los Gatos,CA,95030,2190000,5.0,3.0,LOS GATOS,1606.0,2053.0,1900.0,43.0,1364.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/91-Bentley-Ave-95030/home/1387555,MLSListings,ML81939017,N,Y,37.2264721,-121.9799072,Uncovered Parking,,,Dining Area,,,"Ceiling Fan, Other (See Remarks)","Central Forced Air, Other (See Remarks)",Public Utilities,,8,8,10,2.5,1364.0,2145409.0,15485.0,72,Very bikeable,96,Walker's paradise,Minimal,Major,Moderate,Minimal,"Places1 grocery, 33 restaurants, 0 parksTransit27, 37, 61","Aug 18, 2023",Listed (Active)MLSListings #ML81939021,2190000.0,"Aug 18, 2023",Listed (Active)MLSListings #ML81939017,2190000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/91-Bentley-Ave-95030/home/1387555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,30 Roberts Rd,Los Gatos,CA,95032,3500000,4.0,4.0,LOS GATOS,3188.0,15000.0,2021.0,46.0,1098.0,575.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/30-Roberts-Rd-95032/home/181215082,MLSListings,ML81937045,N,Y,37.2329893,-121.9753378,"Off-Street Parking, Underground Parking, Other",2.0,"Double Sinks, Full on Ground Floor, Shower and Tub, Stall Shower, Tile","Breakfast Bar, Dining Area in Family Room, Eat in Kitchen, No Formal Dining Room","Inside, Washer/Dryer","Hardwood, Tile, Other (See Remarks)",Central Forced Air,"Central Forced Air, Heating (2+ Zones)",Public Utilities,2.0,8,8,10,2.5,1098.0,3429712.0,25322.0,86,Very bikeable,87,Very walkable,NA,NA,NA,NA,"Places3 groceries, 20 restaurants, 4 parksTransit27, 37, 61","Aug 15, 2023",Listed (Active)MLSListings #ML81937045,3500000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/30-Roberts-Rd-95032/home/181215082,"Insurance (Common Area), Maintenance (Common Area), Roof",Monthly,Los Gatos Creek Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,14574 Eastview Dr,Los Gatos,CA,95032,3999999,4.0,3.0,LOS GATOS,2817.0,13014.0,1975.0,46.0,1420.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/14574-Eastview-Dr-95032/home/793151,MLSListings,ML81938474,N,Y,37.2567194,-121.9720611,"Attached Garage, Golf Cart, Guest/Visitor Parking, Room for Oversized Vehicle, Workshop in Garage",2.0,Full on Ground Floor,"Dining Area in Living Room, Formal Dining Room",Washer/Dryer,Carpet,Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,8,8,10,2.5,1420.0,3896709.0,28282.0,15,Somewhat bikeable,21,Car-dependent,Minimal,Minor,Moderate,Minimal,"Places3 groceries, 17 restaurants, 6 parksTransit27, 37, 57, 61","Sep 7, 2023",Price ChangedMLSListings #ML81938474,3999999.0,"Aug 15, 2023",Listed (Active)MLSListings #ML81938474,4300000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/14574-Eastview-Dr-95032/home/793151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,23609 Sky View Ter,Los Gatos,CA,95033,2055555,4.0,2.5,LOS GATOS,2632.0,47785.0,1967.0,46.0,781.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/23609-Sky-View-Ter-95033/home/2405041,MLSListings,ML81932197,N,Y,37.122003,-121.957665,"Carport, Off-Street Parking",,"Primary (Stall Shower(s)), Shower Over Tub","Breakfast Bar, Eat in Kitchen","Dryer, Inside, Washer","Hardwood, Tile",Central Forced Air,"Central Forced Air, Propane","Generator, Propane On Site, Public Utilities, Solar Panels - Owned",1.0,8,8,10,2.5,781.0,1995638.0,14534.0,,,1,Car-dependent,Minimal,Major,Minor,Minimal,"Places8 groceries, 14 restaurants, 5 parksTransit17, 27, 35, 35E, Route 6","Sep 14, 2023",Price ChangedMLSListings #ML81932197,2055555.0,"Aug 15, 2023",Price ChangedMLSListings #ML81932197,2155555.0,"Aug 15, 2023",Listed (Active)MLSListings #ML81932197,2155000.0,"May 28, 2010",Pending (Pending Without Release)MLSListings #ML81007043,NA,"Apr 29, 2010",Price ChangedMLSListings #ML81007043,799000.0,https://www.redfin.com/CA/Los-Gatos/23609-Sky-View-Ter-95033/home/2405041,,,,,,"Feb 16, 2010",Listed (Active)MLSListings #ML81007043,825000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,546 Hubbell Way #2,Los Gatos,CA,95032,2598000,3.0,3.5,LOS GATOS,2164.0,1339.0,2016.0,46.0,1201.0,228.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/546-Hubbell-Way-95032/unit-2/home/143043914,MLSListings,ML81938471,N,Y,37.2322474,-121.9769522,Attached Garage,2.0,"Double Sinks, Primary - Oversized Tub",Dining Area in Living Room,Hookup (Gas Dryer),,Central Forced Air,Central Forced Air,Public Utilities,2.0,8,8,10,2.5,1201.0,2545616.0,18597.0,84,Very bikeable,88,Very walkable,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 24 restaurants, 1 parkTransit27, 37, 61","Sep 7, 2023",Price ChangedMLSListings #ML81938471,2598000.0,"Aug 15, 2023",Listed (Active)MLSListings #ML81938471,2698000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/546-Hubbell-Way-95032/unit-2/home/143043914,"Insurance, Maintenance (Common Area), Reserves, Roof",,Hubbell condiminium association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,21864 Bear Creek Rd,Los Gatos,CA,95033,1849000,5.0,3.5,LOS GATOS,4426.0,5575680.0,1984.0,48.0,418.0,32.0,Active,,,https://www.redfin.com/CA/Los-Gatos/21864-Bear-Creek-Rd-95033/home/11893759,MLSListings,ML81938297,N,Y,37.1708501,-122.055235,"Attached Garage, Gate/Door Opener, Parking Area, Room for Oversized Vehicle",4.0,"Double Sinks, Full on Ground Floor, Marble, Jack & Jill, Primary (Stall Shower(s)), Shower and Tub, 2+ Stall Shower, Tile","Breakfast Bar, Dining Area in Living Room, Eat in Kitchen","Electricity Hookup (220V), In Utility Room, Inside, Upper Floor","Carpet, Tile, Other (See Remarks)",Ceiling Fan,"Stove (Wood), Wall Furnace","Propane On Site, Public Utilities, Solar - Hot Water Heater - Owned",3.0,NA,NA,10,2.5,418.0,1812984.0,13106.0,2,Somewhat bikeable,7,Car-dependent,Minimal,Severe,Minimal,Minimal,"Places6 groceries, 17 restaurants, 22 parksTransit27, 35, 35E, 51","Sep 18, 2023",Price ChangedMLSListings #ML81938297,1849000.0,"Aug 13, 2023",Listed (Active)MLSListings #ML81938297,1899000.0,"Nov 11, 2012",Pending (Pending (Do Not Show))MLSListings #ML81219243,NA,"Nov 2, 2012",Pending (Pending Without Release)MLSListings #ML81219243,NA,"Oct 27, 2012",Pending (Pending (Do Not Show))MLSListings #ML81219243,NA,https://www.redfin.com/CA/Los-Gatos/21864-Bear-Creek-Rd-95033/home/11893759,Maintenance (Road),Annually,West Newell Creek Road Association,,,"Oct 26, 2012",Pending (Pending Without Release)MLSListings #ML81219243,NA,"Oct 26, 2012",Pending (Pending (Do Not Show))MLSListings #ML81219243,NA,"Oct 21, 2012",Pending (Pending Without Release)MLSListings #ML81219243,NA,"Jun 19, 2012",Price ChangedMLSListings #ML81219243,999000.0,"May 21, 2012",Listed (Active)MLSListings #ML81219243,1050000.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,18000 Madrone Dr,Los Gatos,CA,95033,999988,3.0,2.0,LOS GATOS,1732.0,3168.0,1932.0,48.0,577.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/18000-Madrone-Dr-95033/home/1625995,MLSListings,ML81938203,N,Y,37.1574672,-121.9851682,Drive Through,2.0,"Full on Ground Floor, 2+ Showers Over Tubs",Dining Area,"Inside, Tub/Sink","Carpet, Other (See Remarks)",Ceiling Fan,Propane,"Propane On Site, Solar Panels - Owned",2.0,8,8,10,2.5,577.0,1028702.0,7071.0,13,Somewhat bikeable,28,Car-dependent,Minimal,Moderate,Minor,Minimal,"Places2 groceries, 22 restaurants, 9 parksTransit17, 27, 35, 35E, 61","Aug 30, 2023",Price ChangedMLSListings #ML81938203,999988.0,"Aug 14, 2023",Relisted (Active)MLSListings #ML81938203,NA,"Aug 12, 2023",Listing RemovedMLSListings #ML81938203,NA,"Aug 11, 2023",Listed (Active)MLSListings #ML81938203,1200000.0,"Mar 1, 2022",Pending (Pending (Do Not Show))MLSListings #ML81873695,NA,https://www.redfin.com/CA/Los-Gatos/18000-Madrone-Dr-95033/home/1625995,,,,,,"Feb 12, 2022",Price ChangedMLSListings #ML81873695,1100000.0,"Jan 6, 2022",Listed (Active)MLSListings #ML81873695,1200000.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,23695 Hutchinson Rd,Los Gatos,CA,95033,1849000,3.0,2.5,LOS GATOS,2853.0,237315.0,1992.0,49.0,648.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/23695-Hutchinson-Rd-95033/home/2401563,MLSListings,ML81932594,N,Y,37.128159,-122.0018027,"Attached Garage, Detached, Guest/Visitor Parking, Room for Oversized Vehicle",6.0,"Bidet, Double Sinks, Primary (Stall Shower(s)), Shower and Tub, Shower Over Tub, Stone, Tub in Master Bedroom, 2+ Tubs, Updated Bath(s), Other (See Remarks)","Breakfast Bar, Dining Area, Dining Bar, Skylight(s)",In Utility Room,"Hardwood, Tile",Central Forced Air,"Fireplace, Forced Air","Generator, Propane On Site, Public Utilities",2.0,NA,NA,10,2.5,648.0,1837737.0,13074.0,2,Somewhat bikeable,0,Car-dependent,Minimal,Severe,Minor,Minimal,"Places6 groceries, 17 restaurants, 7 parksTransit17, 27, 35, 35E, Route 6","Aug 12, 2023",Listed (Active)MLSListings #ML81932594,1849000.0,"Aug 2, 2013",Pending (Pending Without Release)MLSListings #ML81326665,NA,"Jul 23, 2013",Listed (Active)MLSListings #ML81326665,1099000.0,,,,,,,https://www.redfin.com/CA/Los-Gatos/23695-Hutchinson-Rd-95033/home/2401563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 Treehouse,Los Gatos,CA,95033,300000,,,LOS GATOS,,367472.0,,52.0,,,Active,,,https://www.redfin.com/CA/Los-Gatos/Treehouse-Unknown/home/179365649,MLSListings,ML81936385,N,Y,37.2358078,-121.9623751,,,,,,,,,"Electricity (Available at Street), Gas (Available at Street)",,NA,NA,NA,3.0,,,2121.0,85,Very bikeable,86,Very walkable,NA,NA,NA,NA,"Places5 groceries, 21 restaurants, 8 parksTransit27, 61","Aug 19, 2023",Relisted (Active)MLSListings #ML81936385,NA,"Aug 6, 2023",Pending (Pending (Do Not Show))MLSListings #ML81936385,NA,"Jul 27, 2023",Listed (Active)MLSListings #ML81936385,300000.0,"Nov 3, 2020",Pending (Pending (Do Not Show))MLSListings #ML81778042,NA,"Sep 26, 2020",ContingentMLSListings #ML81778042,NA,https://www.redfin.com/CA/Los-Gatos/Treehouse-Unknown/home/179365649,,,,,,"Sep 22, 2020",Price ChangedMLSListings #ML81778042,175000.0,"Jan 27, 2020",Price ChangedMLSListings #ML81778042,189000.0,"Jan 2, 2020",Listed (Active)MLSListings #ML81778042,199000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,16309 Hamsher Ct #226,Los Gatos,CA,95032,1368000,1.0,2.0,LOS GATOS,1263.0,,2022.0,56.0,1083.0,303.0,Active,,,https://www.redfin.com/CA/Los-Gatos/16309-Hamsher-CT-95032/unit-226/home/180756871,MLSListings,ML81937416,N,Y,37.2260616,-121.9302449,Attached Garage,1.0,,"Dining Bar, No Formal Dining Room",,,"Central Forced Air, Multi-Zone","Forced Air, Heating (2+ Zones)","Individual Electric Meters, Individual Gas Meters",1.0,NA,NA,NA,2.5,1083.0,,9976.0,6,Somewhat bikeable,1,Car-dependent,Minimal,Major,Moderate,Minimal,"Places2 groceries, 12 restaurants, 8 parksTransit27, 37, 61, Express 101","Aug 26, 2023",Price ChangedMLSListings #ML81937416,1368000.0,"Aug 5, 2023",Listed (Active)MLSListings #ML81937416,1382000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/16309-Hamsher-CT-95032/unit-226/home/180756871,"Exterior Painting, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Management Fee, Roof",Monthly,Bellaterra at North 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,16325 Hamsher Ct #234,Los Gatos,CA,95032,1918000,3.0,3.5,LOS GATOS,1966.0,,2023.0,56.0,976.0,345.0,Active,,,https://www.redfin.com/CA/Los-Gatos/16325-Hamsher-Ct-95032/unit-234/home/186348252,MLSListings,ML81937407,N,Y,37.251311,-121.957098,Attached Garage,2.0,,Dining Area,,,"Central Forced Air, Multi-Zone",Central Forced Air,"Individual Electric Meters, Individual Gas Meters",,8,8,10,2.5,976.0,1906891.0,13906.0,70,Very bikeable,58,Somewhat walkable,NA,NA,NA,NA,"Places4 groceries, 13 restaurants, 5 parksTransit27, 37, 61, Express 101","Aug 5, 2023",Listed (Active)MLSListings #ML81937407,1918000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/16325-Hamsher-Ct-95032/unit-234/home/186348252,"Exterior Painting, Insurance (Common Area), Insurance (Hazard), Maintenance (Common Area), Maintenance (Exterior), Roof",Monthly,Bellaterra @North 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,16293 Gellatt Ct Lot 219,Los Gatos,CA,95032,1288000,2.0,2.0,LOS GATOS,1151.0,,2022.0,57.0,1119.0,296.0,Active,,,https://www.redfin.com/CA/Los-Gatos/16293-Gellatt-Ct-95032/unit-219/home/182876852,MLSListings,ML81937353,N,Y,37.250922,-121.957496,"Detached, Electric Car Hookup, Tandem Parking",2.0,,Dining Area in Family Room,,,Central Forced Air,Individual Room Controls,Public Utilities,,8,8,10,2.5,1119.0,1269101.0,9403.0,70,Very bikeable,58,Somewhat walkable,NA,NA,NA,NA,"Places4 groceries, 14 restaurants, 5 parksTransit27, 37, 61, Express 101","Aug 25, 2023",Price ChangedMLSListings #ML81937353,1288000.0,"Aug 4, 2023",Listed (Active)MLSListings #ML81937353,1298000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/16293-Gellatt-Ct-95032/unit-219/home/182876852,"Decks, Exterior Painting, Insurance (Hazard), Landscaping/Gardening, Maintenance (Common Area), Management Fee, Roof",Monthly,Vierra Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,16453 McMillan Ct #248,Los Gatos,CA,95032,1398000,1.0,1.5,LOS GATOS,1532.0,,2023.0,57.0,913.0,319.0,Active,,,https://www.redfin.com/CA/Los-Gatos/16453-McMillan-95032/unit-248/home/186338646,MLSListings,ML81937346,N,Y,37.2260616,-121.9302449,Attached Garage,1.0,,Dining Area,,,"Central Forced Air, Multi-Zone","Forced Air, Heating (2+ Zones)","Individual Electric Meters, Individual Gas Meters",,NA,NA,NA,2.5,913.0,,10204.0,6,Somewhat bikeable,1,Car-dependent,Minimal,Major,Moderate,Minimal,"Places2 groceries, 12 restaurants, 8 parksTransit27, 37, 61, Express 101","Aug 4, 2023",Listed (Active)MLSListings #ML81937346,1398000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/16453-McMillan-95032/unit-248/home/186338646,"Exterior Painting, Insurance (Common Area), Insurance (Hazard), Maintenance (Common Area), Maintenance (Exterior), Management Fee, Roof",Monthly,Bellaterra at North 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,16315 Hamsher Ct Lot 229,Los Gatos,CA,95032,2098000,3.0,3.5,LOS GATOS,2089.0,,2022.0,57.0,1004.0,352.0,Active,,,https://www.redfin.com/CA/Los-Gatos/16315-Hamsher-CT-95032/unit-229/home/183025736,MLSListings,ML81937332,N,Y,37.2260616,-121.9302449,"Attached Garage, Common Parking Area",2.0,,"Dining Area, Eat in Kitchen",,,"Multi-Zone, Other (See Remarks)","Heating (2+ Zones), Individual Room Controls",Public Utilities,,NA,NA,NA,2.5,1004.0,,15186.0,6,Somewhat bikeable,1,Car-dependent,Minimal,Major,Moderate,Minimal,"Places2 groceries, 12 restaurants, 8 parksTransit27, 37, 61, Express 101","Aug 25, 2023",Price ChangedMLSListings #ML81937332,2098000.0,"Aug 4, 2023",Listed (Active)MLSListings #ML81937332,2135000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/16315-Hamsher-CT-95032/unit-229/home/183025736,"Decks, Exterior Painting, Insurance (Hazard), Maintenance (Common Area), Management Fee, Roof",Monthly,Vierra Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,21670 Summit Rd,Los Gatos,CA,95033,299000,,,LOS GATOS,,22913.0,,57.0,,,Active,,,https://www.redfin.com/CA/Los-Gatos/21670-Summit-Rd-95033/home/2403758,MLSListings,ML81937310,N,Y,37.1525589,-121.998452,,,,,,,,,Electricity (On Site),,NA,NA,10,2.5,,289491.0,2114.0,3,Somewhat bikeable,1,Car-dependent,Minimal,Major,Minimal,Minimal,"Places2 groceries, 26 restaurants, 11 parksTransit17, 27, 35, 35E","Aug 4, 2023",Listed (Active)MLSListings #ML81937310,299000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/21670-Summit-Rd-95033/home/2403758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,490 Santa Rosa Dr,Los Gatos,CA,95032,4250000,5.0,4.5,LOS GATOS,5265.0,42495.0,1984.0,57.0,807.0,23.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/490-Santa-Rosa-Dr-95032/home/1069003,MLSListings,ML81937303,N,Y,37.2227715,-121.9149987,"Attached Garage, Gate/Door Opener, Off-Site Parking, On Street, Room for Oversized Vehicle",3.0,"Double Sinks, Full on Ground Floor, Granite, Half on Ground Floor, Primary (Stall Shower(s)), Primary (Tub w/ Jets), Sauna, Shower Over Tub, 2+ Stall Shower, Steam Shower","Breakfast Bar, Breakfast Nook, Eat in Kitchen, Formal Dining Room","In Utility Room, Inside, Tub/Sink","Carpet, Hardwood, Marble, Stone","Central Forced Air, Multi-Zone","Central Forced Air (Gas), Fireplace, Heating (2+ Zones), Solar","Public Utilities, Solar Panels - Owned",3.0,7,9,8,2.5,807.0,4123258.0,30073.0,10,Somewhat bikeable,2,Car-dependent,Minimal,Major,Moderate,Minimal,"Places3 groceries, 15 restaurants, 9 parksTransit27, 37, 61, 64B, 83, Express 101","Aug 4, 2023",Listed (Active)MLSListings #ML81937303,4250000.0,"May 14, 2002",Listing RemovedMLSListings #ML80207476,NA,"Feb 19, 2002",ListedMLSListings #ML80207476,2295000.0,,,,,,,https://www.redfin.com/CA/Los-Gatos/490-Santa-Rosa-Dr-95032/home/1069003,"Common Area Electricity, Insurance (Liability), Maintenance (Common Area)",Annually,Alta Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,170 Twin Oaks Dr,Los Gatos,CA,95032,16000000,6.0,4.5,LOS GATOS,4600.0,794970.0,1973.0,57.0,3478.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/170-Twin-Oaks-Dr-95032/home/850862,MLSListings,ML81937235,N,Y,37.2248286,-121.9540212,Attached Garage,3.0,,"Eat in Kitchen, Formal Dining Room",Inside,,Central Forced Air,Forced Air,Public Utilities,1.0,8,8,10,2.0,3478.0,13540137.0,113130.0,22,Somewhat bikeable,7,Car-dependent,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 22 restaurants, 3 parksTransit27, 61","Sep 17, 2023",Price ChangedMLSListings #ML81937235,16000000.0,"Aug 4, 2023",Listed (Active)MLSListings #ML81937235,18500000.0,"Aug 12, 2019",Listing RemovedSDMLS #301433040,NA,"Jun 20, 2018",,NA,,,,https://www.redfin.com/CA/Los-Gatos/170-Twin-Oaks-Dr-95032/home/850862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,18050 Soda Springs Rd,Los Gatos,CA,95033,2449000,3.0,2.5,LOS GATOS,3434.0,1067220.0,2000.0,58.0,713.0,,Active,,,https://www.redfin.com/CA/Los-Gatos/18050-Soda-Springs-Rd-95033/home/1301928,MLSListings,ML81908847,N,Y,37.1825439,-121.9650667,"Covered Parking, Room for Oversized Vehicle",1.0,,"Breakfast Bar, Dining Area",Inside,"Concrete, Hardwood, Marble",,"Radiant, Radiant Floors","Propane On Site, Public Utilities",3.0,8,8,10,2.5,713.0,2355155.0,17316.0,1,Somewhat bikeable,0,Car-dependent,Minimal,Major,Minor,Minimal,"Places2 groceries, 22 restaurants, 7 parksTransit27, 61","Aug 3, 2023",Listed (Active)MLSListings #ML81908847,2449000.0,,,,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/18050-Soda-Springs-Rd-95033/home/1301928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,0 Twin Oaks Dr,Los Gatos,CA,95032,16000000,,,LOS GATOS,,794970.0,,61.0,,,Active,,,https://www.redfin.com/CA/Los-Gatos/Twin-Oaks-Dr-95032/home/40372938,MLSListings,ML81936703,N,Y,37.2250751,-121.9544328,,,,,,,,,Available (Not On Site),,NA,NA,NA,2.0,,,113130.0,22,Somewhat bikeable,7,Car-dependent,NA,NA,NA,NA,"Places5 groceries, 22 restaurants, 6 parksTransit27, 61","Sep 17, 2023",Price ChangedMLSListings #ML81936703,16000000.0,"Jul 31, 2023",Listed (Active)MLSListings #ML81936703,18500000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/Twin-Oaks-Dr-95032/home/40372938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 mt chual,Los Gatos,CA,95030,565000,,,LOS GATOS,,1731864.0,,68.0,,,Active,,,https://www.redfin.com/CA/Los-Gatos/562-19-017-95030/home/175787159,MLSListings,ML81935998,N,Y,37.2282317,-121.9871217,,,,,,,,,Generator,,NA,NA,NA,3.0,,,3995.0,42,Somewhat bikeable,82,Very walkable,NA,NA,NA,NA,"Places2 groceries, 34 restaurants, 2 parksTransit27, 37, 57, 61","Sep 18, 2023",Price ChangedMLSListings #ML81935998,565000.0,"Jul 24, 2023",Listed (Active)MLSListings #ML81935998,585000.0,,,,,,,,,,https://www.redfin.com/CA/Los-Gatos/562-19-017-95030/home/175787159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
